"P1";"P2";"Vainqueur"
"Staross";"Scarabrute";"Staross"
"Rattatac (Mâle)";"Grodoudou";"Rattatac (Mâle)"
"Crustabri";"Ectoplasma";"Crustabri"
"Rattatac (Mâle)";"Tygnon";"Rattatac (Mâle)"
"Voltali";"Kabutops";"Voltali"
"Arcanin";"Mew";"Arcanin"
"Akwakwak";"Léviator (Mâle)";"Léviator (Mâle)"
"Aéromite";"Ronflex";"Aéromite"
"Poissoroy (Mâle)";"Ptéra";"Ptéra"
"Grotadmorv";"Mewtwo";"Mewtwo"
"Persian";"Kicklee";"Kicklee"
"Galopa";"Poissoroy (Mâle)";"Galopa"
"Canarticho";"Ossatueur";"Ossatueur"
"M. Mime";"Kabutops";"Kabutops"
"Hypnomade (Femelle)";"Artikodin";"Artikodin"
"Tortank";"Alakazam (Mâle)";"Tortank"
"Parasect";"Métamorph";"Métamorph"
"Kangourex";"Staross";"Staross"
"Nidoqueen";"Krabboss";"Nidoqueen"
"Hypnomade (Femelle)";"Kangourex";"Kangourex"
"Alakazam (Mâle)";"Ptéra";"Ptéra"
"Nidoqueen";"Parasect";"Nidoqueen"
"Hypnomade (Femelle)";"Poissoroy (Mâle)";"Poissoroy (Mâle)"
"Grodoudou";"Sulfura";"Sulfura"
"Ptéra";"Mewtwo";"Mewtwo"
"Staross";"Amonistar";"Staross"
"Colossinge";"Grolem";"Grolem"
"Grolem";"Aquali";"Aquali"
"Nidoking";"Akwakwak";"Nidoking"
"Papilusion (Femelle)";"Persian";"Papilusion (Femelle)"
"Tortank";"Pyroli";"Pyroli"
"Dardargnan";"Dodrio (Mâle)";"Dardargnan"
"Arcanin";"Tentacruel";"Arcanin"
"Colossinge";"Sulfura";"Sulfura"
"Roucarnage";"Mélodelfe";"Roucarnage"
"Rattatac (Mâle)";"Ptéra";"Rattatac (Mâle)"
"Roucarnage";"Ossatueur";"Roucarnage"
"Empiflor";"Aquali";"Aquali"
"Canarticho";"Lamantine";"Canarticho"
"Feunard";"Ectoplasma";"Feunard"
"Feunard";"Métamorph";"Feunard"
"Akwakwak";"Ronflex";"Akwakwak"
"Ectoplasma";"Aquali";"Aquali"
"Feunard";"Lamantine";"Feunard"
"Mélodelfe";"Ectoplasma";"Ectoplasma"
"Roucarnage";"Electrode";"Roucarnage"
"Raichu (Mâle)";"Mélodelfe";"Raichu (Mâle)"
"Electrode";"Voltali";"Voltali"
"Rapasdepic";"Mélodelfe";"Rapasdepic"
"Rapasdepic";"Nidoqueen";"Nidoqueen"
"Alakazam (Mâle)";"Canarticho";"Canarticho"
"Tortank";"Léviator (Mâle)";"Léviator (Mâle)"
"Staross";"Pyroli";"Pyroli"
"Persian";"Kangourex";"Kangourex"
"Papilusion (Femelle)";"Smogogo";"Papilusion (Femelle)"
"Rafflesia (Femelle)";"Mewtwo";"Mewtwo"
"Dardargnan";"Grolem";"Dardargnan"
"Parasect";"Akwakwak";"Parasect"
"Tortank";"Grolem";"Grolem"
"Raichu (Mâle)";"Kabutops";"Kabutops"
"Akwakwak";"Lamantine";"Akwakwak"
"Florizarre (Femelle)";"Métamorph";"Florizarre (Femelle)"
"M. Mime";"Sulfura";"Sulfura"
"Raichu (Mâle)";"Grodoudou";"Raichu (Mâle)"
"Feunard";"Aéromite";"Feunard"
"Papilusion (Femelle)";"Dodrio (Mâle)";"Papilusion (Femelle)"
"Dodrio (Mâle)";"Poissoroy (Mâle)";"Dodrio (Mâle)"
"Poissoroy (Mâle)";"Artikodin";"Artikodin"
"Galopa";"Pyroli";"Pyroli"
"Rafflesia (Femelle)";"Canarticho";"Canarticho"
"Parasect";"Voltali";"Voltali"
"Mackogneur";"Pyroli";"Pyroli"
"Alakazam (Mâle)";"Kicklee";"Kicklee"
"Sablaireau";"Ptéra";"Sablaireau"
"Feunard";"Aquali";"Feunard"
"Artikodin";"Dracolosse";"Artikodin"
"Mélodelfe";"Rafflesia (Femelle)";"Mélodelfe"
"Kicklee";"Lokhlass";"Lokhlass"
"Rapasdepic";"Métamorph";"Rapasdepic"
"Sulfura";"Mewtwo";"Sulfura"
"Kabutops";"Dracolosse";"Kabutops"
"Tartard";"Voltali";"Voltali"
"Triopikeur";"Amonistar";"Triopikeur"
"Kangourex";"Pyroli";"Pyroli"
"Roucarnage";"Arcanin";"Roucarnage"
"Artikodin";"Electhor";"Artikodin"
"Sablaireau";"Colossinge";"Sablaireau"
"Voltali";"Pyroli";"Pyroli"
"Nidoking";"Grotadmorv";"Nidoking"
"Arbok";"Ectoplasma";"Arbok"
"Persian";"Arcanin";"Arcanin"
"Florizarre (Femelle)";"Arbok";"Arbok"
"Canarticho";"Ectoplasma";"Canarticho"
"Sablaireau";"Aéromite";"Aéromite"
"Nidoqueen";"Ossatueur";"Nidoqueen"
"Feunard";"Mew";"Feunard"
"Arbok";"Amonistar";"Arbok"
"Raichu (Mâle)";"Lippoutou";"Lippoutou"
"Dardargnan";"Dracolosse";"Dardargnan"
"Smogogo";"Mewtwo";"Mewtwo"
"Mélodelfe";"Arcanin";"Arcanin"
"Mélodelfe";"Artikodin";"Artikodin"
"Kicklee";"Lippoutou";"Kicklee"
"Kicklee";"Ronflex";"Kicklee"
"Papilusion (Femelle)";"Tauros";"Papilusion (Femelle)"
"Arbok";"Grodoudou";"Arbok"
"Rapasdepic";"Lokhlass";"Lokhlass"
"Grotadmorv";"Ectoplasma";"Ectoplasma"
"Crustabri";"Artikodin";"Artikodin"
"Grolem";"Pyroli";"Pyroli"
"Ossatueur";"Poissoroy (Mâle)";"Ossatueur"
"Kangourex";"Artikodin";"Kangourex"
"Lamantine";"Amonistar";"Lamantine"
"Sablaireau";"Crustabri";"Crustabri"
"Papilusion (Femelle)";"Tygnon";"Papilusion (Femelle)"
"Rattatac (Mâle)";"Aquali";"Aquali"
"Feunard";"Voltali";"Feunard"
"Roucarnage";"Triopikeur";"Roucarnage"
"Amonistar";"Mewtwo";"Mewtwo"
"Raichu (Mâle)";"Tentacruel";"Raichu (Mâle)"
"Akwakwak";"Tartard";"Tartard"
"Empiflor";"Dracolosse";"Empiflor"
"Tauros";"Aquali";"Aquali"
"Tortank";"Mackogneur";"Tortank"
"Florizarre (Femelle)";"Kabutops";"Florizarre (Femelle)"
"Colossinge";"Tygnon";"Tygnon"
"Rapasdepic";"Grodoudou";"Rapasdepic"
"Triopikeur";"Ossatueur";"Ossatueur"
"Empiflor";"Ronflex";"Empiflor"
"Akwakwak";"Smogogo";"Smogogo"
"Dodrio (Mâle)";"Ectoplasma";"Dodrio (Mâle)"
"Akwakwak";"Voltali";"Voltali"
"Triopikeur";"Pyroli";"Pyroli"
"Raichu (Mâle)";"Sablaireau";"Sablaireau"
"Rapasdepic";"Ronflex";"Rapasdepic"
"Akwakwak";"Crustabri";"Crustabri"
"Alakazam (Mâle)";"Electrode";"Alakazam (Mâle)"
"Nidoking";"Lippoutou";"Nidoking"
"Colossinge";"Pyroli";"Pyroli"
"Papilusion (Femelle)";"Rapasdepic";"Papilusion (Femelle)"
"Lamantine";"Ossatueur";"Ossatueur"
"Raichu (Mâle)";"Hypnomade (Femelle)";"Hypnomade (Femelle)"
"Sablaireau";"Rafflesia (Femelle)";"Sablaireau"
"Aéromite";"Ptéra";"Aéromite"
"Tauros";"Lokhlass";"Lokhlass"
"Rafflesia (Femelle)";"M. Mime";"Rafflesia (Femelle)"
"Florizarre (Femelle)";"Dracaufeu";"Dracaufeu"
"Ossatueur";"Métamorph";"Ossatueur"
"M. Mime";"Electhor";"Electhor"
"Papilusion (Femelle)";"Scarabrute";"Papilusion (Femelle)"
"Papilusion (Femelle)";"Electhor";"Papilusion (Femelle)"
"Parasect";"Smogogo";"Smogogo"
"Grolem";"Léviator (Mâle)";"Grolem"
"Mackogneur";"Ossatueur";"Ossatueur"
"Lamantine";"Pyroli";"Pyroli"
"Nidoking";"Colossinge";"Nidoking"
"Lippoutou";"Mewtwo";"Mewtwo"
"Electrode";"Staross";"Staross"
"Florizarre (Femelle)";"Empiflor";"Florizarre (Femelle)"
"Alakazam (Mâle)";"Grolem";"Grolem"
"Feunard";"Parasect";"Feunard"
"Lamantine";"Dracolosse";"Lamantine"
"Grotadmorv";"Krabboss";"Grotadmorv"
"Nidoqueen";"Electhor";"Nidoqueen"
"Crustabri";"Electhor";"Crustabri"
"Electrode";"Scarabrute";"Electrode"
"Tygnon";"Electhor";"Tygnon"
"Tortank";"Sulfura";"Sulfura"
"Dracaufeu";"Papilusion (Femelle)";"Dracaufeu"
"Nidoqueen";"Aéromite";"Nidoqueen"
"Nidoking";"Smogogo";"Nidoking"
"Parasect";"Tentacruel";"Tentacruel"
"Arcanin";"Aquali";"Aquali"
"Triopikeur";"Lokhlass";"Lokhlass"
"Empiflor";"Kabutops";"Empiflor"
"Akwakwak";"Colossinge";"Colossinge"
"Ectoplasma";"Mew";"Ectoplasma"
"Feunard";"Amonistar";"Feunard"
"Florizarre (Femelle)";"Kicklee";"Florizarre (Femelle)"
"Lamantine";"Grotadmorv";"Grotadmorv"
"Tortank";"Dodrio (Mâle)";"Dodrio (Mâle)"
"Ossatueur";"Aquali";"Aquali"
"Métamorph";"Dracolosse";"Métamorph"
"Ectoplasma";"Kabutops";"Ectoplasma"
"Roucarnage";"Tartard";"Roucarnage"
"Florizarre (Femelle)";"Ptéra";"Florizarre (Femelle)"
"Tygnon";"Kabutops";"Tygnon"
"Raichu (Mâle)";"Ectoplasma";"Raichu (Mâle)"
"Alakazam (Mâle)";"Tygnon";"Tygnon"
"Electrode";"Mewtwo";"Mewtwo"
"Ectoplasma";"Lokhlass";"Lokhlass"
"Mackogneur";"Sulfura";"Sulfura"
"Krabboss";"Electhor";"Electhor"
"Rapasdepic";"Amonistar";"Rapasdepic"
"Scarabrute";"Artikodin";"Artikodin"
"Dodrio (Mâle)";"Ptéra";"Dodrio (Mâle)"
"Papilusion (Femelle)";"Grodoudou";"Papilusion (Femelle)"
"Sablaireau";"Voltali";"Voltali"
"Arcanin";"Lippoutou";"Arcanin"
"Rapasdepic";"Mewtwo";"Rapasdepic"
"Empiflor";"Tygnon";"Empiflor"
"Sablaireau";"Mewtwo";"Sablaireau"
"Dodrio (Mâle)";"Kangourex";"Kangourex"
"Feunard";"Lippoutou";"Feunard"
"Sablaireau";"Krabboss";"Sablaireau"
"Kangourex";"Amonistar";"Kangourex"
"Triopikeur";"Voltali";"Voltali"
"Galopa";"Métamorph";"Galopa"
"Rattatac (Mâle)";"Galopa";"Galopa"
"Dracaufeu";"Pyroli";"Pyroli"
"Canarticho";"Scarabrute";"Canarticho"
"Kangourex";"Poissoroy (Mâle)";"Kangourex"
"Dardargnan";"Arcanin";"Dardargnan"
"Dracaufeu";"Persian";"Dracaufeu"
"Dardargnan";"Krabboss";"Dardargnan"
"Galopa";"Lamantine";"Galopa"
"Raichu (Mâle)";"Smogogo";"Smogogo"
"Noadkoko";"Voltali";"Voltali"
"Rafflesia (Femelle)";"Scarabrute";"Scarabrute"
"Persian";"Lippoutou";"Lippoutou"
"Papilusion (Femelle)";"Electrode";"Papilusion (Femelle)"
"Lamantine";"Aquali";"Aquali"
"Rattatac (Mâle)";"Kicklee";"Rattatac (Mâle)"
"Poissoroy (Mâle)";"Sulfura";"Sulfura"
"Kicklee";"Artikodin";"Artikodin"
"Florizarre (Femelle)";"Dardargnan";"Dardargnan"
"Rapasdepic";"Ptéra";"Rapasdepic"
"Nidoking";"Empiflor";"Nidoking"
"Dodrio (Mâle)";"Tauros";"Tauros"
"Aéromite";"Dodrio (Mâle)";"Aéromite"
"Dodrio (Mâle)";"Léviator (Mâle)";"Léviator (Mâle)"
"Arbok";"Rafflesia (Femelle)";"Arbok"
"Grotadmorv";"Smogogo";"Grotadmorv"
"Lamantine";"M. Mime";"Lamantine"
"Kangourex";"Aquali";"Aquali"
"Krabboss";"Artikodin";"Artikodin"
"Rapasdepic";"Alakazam (Mâle)";"Rapasdepic"
"Crustabri";"Hypnomade (Femelle)";"Crustabri"
"Arbok";"Sablaireau";"Arbok"
"Dracaufeu";"Lokhlass";"Lokhlass"
"Dracaufeu";"Noadkoko";"Dracaufeu"
"Hypnomade (Femelle)";"Sulfura";"Sulfura"
"Colossinge";"Lokhlass";"Lokhlass"
"Canarticho";"Grotadmorv";"Canarticho"
"Arcanin";"Alakazam (Mâle)";"Arcanin"
"Ronflex";"Artikodin";"Artikodin"
"Nidoking";"Ossatueur";"Nidoking"
"Parasect";"Noadkoko";"Parasect"
"Grodoudou";"Aéromite";"Aéromite"
"Tartard";"Galopa";"Galopa"
"Grodoudou";"Scarabrute";"Scarabrute"
"Dracaufeu";"Ptéra";"Dracaufeu"
"Feunard";"Staross";"Feunard"
"Grotadmorv";"Amonistar";"Grotadmorv"
"Kicklee";"Mew";"Kicklee"
"Feunard";"Mewtwo";"Feunard"
"Arcanin";"Empiflor";"Arcanin"
"Empiflor";"Léviator (Mâle)";"Empiflor"
"Rafflesia (Femelle)";"Persian";"Persian"
"Rafflesia (Femelle)";"Kabutops";"Kabutops"
"Métamorph";"Mew";"Mew"
"Akwakwak";"Grolem";"Grolem"
"Electhor";"Mew";"Mew"
"Papilusion (Femelle)";"Lamantine";"Papilusion (Femelle)"
"Feunard";"Léviator (Mâle)";"Feunard"
"Parasect";"Scarabrute";"Scarabrute"
"Feunard";"Smogogo";"Feunard"
"Mélodelfe";"Krabboss";"Mélodelfe"
"Grolem";"Krabboss";"Grolem"
"Canarticho";"Smogogo";"Canarticho"
"Lamantine";"Ptéra";"Lamantine"
"Rattatac (Mâle)";"Akwakwak";"Rattatac (Mâle)"
"Kicklee";"Electhor";"Kicklee"
"Galopa";"Smogogo";"Galopa"
"Aquali";"Pyroli";"Pyroli"
"Persian";"Crustabri";"Crustabri"
"Grodoudou";"Smogogo";"Smogogo"
"Papilusion (Femelle)";"Sulfura";"Papilusion (Femelle)"
"Rapasdepic";"Arbok";"Arbok"
"Staross";"Artikodin";"Staross"
"Aéromite";"Dracolosse";"Aéromite"
"Rapasdepic";"M. Mime";"Rapasdepic"
"Grotadmorv";"Métamorph";"Grotadmorv"
"Arbok";"Dracolosse";"Arbok"
"Grolem";"Lokhlass";"Lokhlass"
"Electrode";"Ossatueur";"Ossatueur"
"Sablaireau";"Feunard";"Feunard"
"Roucarnage";"Crustabri";"Crustabri"
"Sablaireau";"Hypnomade (Femelle)";"Sablaireau"
"Akwakwak";"Kicklee";"Kicklee"
"Grolem";"Amonistar";"Grolem"
"Aéromite";"Krabboss";"Aéromite"
"Empiflor";"Crustabri";"Crustabri"
"Canarticho";"Lippoutou";"Canarticho"
"Noadkoko";"Dracolosse";"Dracolosse"
"Electrode";"Amonistar";"Electrode"
"Lippoutou";"Kabutops";"Kabutops"
"Empiflor";"Krabboss";"Empiflor"
"Arbok";"Staross";"Arbok"
"Ossatueur";"Kabutops";"Kabutops"
"Dodrio (Mâle)";"Sulfura";"Sulfura"
"Dardargnan";"Staross";"Dardargnan"
"Dodrio (Mâle)";"Grotadmorv";"Dodrio (Mâle)"
"Roucarnage";"Léviator (Mâle)";"Roucarnage"
"Raichu (Mâle)";"Noadkoko";"Raichu (Mâle)"
"Lippoutou";"Ronflex";"Ronflex"
"Lamantine";"Hypnomade (Femelle)";"Lamantine"
"Florizarre (Femelle)";"Krabboss";"Florizarre (Femelle)"
"Rattatac (Mâle)";"Aéromite";"Aéromite"
"Aéromite";"Arcanin";"Aéromite"
"Crustabri";"Léviator (Mâle)";"Léviator (Mâle)"
"Canarticho";"Poissoroy (Mâle)";"Canarticho"
"Mackogneur";"Tygnon";"Mackogneur"
"Crustabri";"Sulfura";"Crustabri"
"Colossinge";"Tentacruel";"Colossinge"
"Florizarre (Femelle)";"Nidoqueen";"Nidoqueen"
"Papilusion (Femelle)";"Galopa";"Papilusion (Femelle)"
"Raichu (Mâle)";"Triopikeur";"Triopikeur"
"Hypnomade (Femelle)";"Lokhlass";"Lokhlass"
"Grolem";"Métamorph";"Grolem"
"Raichu (Mâle)";"Ronflex";"Raichu (Mâle)"
"Grolem";"Noadkoko";"Grolem"
"Dracaufeu";"Alakazam (Mâle)";"Dracaufeu"
"Dardargnan";"Kabutops";"Dardargnan"
"Roucarnage";"Aéromite";"Aéromite"
"Aéromite";"Noadkoko";"Aéromite"
"Lippoutou";"Métamorph";"Métamorph"
"Arbok";"Electhor";"Arbok"
"Tartard";"Artikodin";"Artikodin"
"Roucarnage";"Ectoplasma";"Roucarnage"
"Pyroli";"Dracolosse";"Pyroli"
"Rattatac (Mâle)";"Sulfura";"Rattatac (Mâle)"
"Tentacruel";"Crustabri";"Crustabri"
"Rafflesia (Femelle)";"Poissoroy (Mâle)";"Poissoroy (Mâle)"
"Persian";"Amonistar";"Persian"
"Grolem";"Smogogo";"Grolem"
"Poissoroy (Mâle)";"Pyroli";"Pyroli"
"Rapasdepic";"Crustabri";"Crustabri"
"Dardargnan";"Sablaireau";"Dardargnan"
"Arcanin";"Electrode";"Arcanin"
"Rattatac (Mâle)";"Tauros";"Rattatac (Mâle)"
"Papilusion (Femelle)";"Tartard";"Papilusion (Femelle)"
"Alakazam (Mâle)";"Lippoutou";"Alakazam (Mâle)"
"Nidoqueen";"Tentacruel";"Nidoqueen"
"Canarticho";"Dodrio (Mâle)";"Dodrio (Mâle)"
"Lokhlass";"Pyroli";"Lokhlass"
"Crustabri";"Ptéra";"Crustabri"
"Rapasdepic";"Sablaireau";"Sablaireau"
"Hypnomade (Femelle)";"Ossatueur";"Ossatueur"
"Akwakwak";"Arcanin";"Arcanin"
"Papilusion (Femelle)";"Canarticho";"Papilusion (Femelle)"
"Aquali";"Artikodin";"Aquali"
"Grodoudou";"Krabboss";"Krabboss"
"Dracaufeu";"Staross";"Staross"
"Raichu (Mâle)";"Métamorph";"Métamorph"
"Dracaufeu";"Rafflesia (Femelle)";"Dracaufeu"
"Hypnomade (Femelle)";"Pyroli";"Pyroli"
"Arcanin";"Ossatueur";"Arcanin"
"Raichu (Mâle)";"Kangourex";"Kangourex"
"Kangourex";"Ronflex";"Kangourex"
"M. Mime";"Ptéra";"Ptéra"
"Mélodelfe";"Tygnon";"Tygnon"
"Empiflor";"Tauros";"Tauros"
"Persian";"Smogogo";"Smogogo"
"Mélodelfe";"Scarabrute";"Scarabrute"
"Feunard";"Electhor";"Feunard"
"Electrode";"Lippoutou";"Electrode"
"Sablaireau";"Artikodin";"Artikodin"
"Grolem";"Crustabri";"Grolem"
"Lippoutou";"Dracolosse";"Lippoutou"
"Rattatac (Mâle)";"Crustabri";"Crustabri"
"Papilusion (Femelle)";"Aéromite";"Aéromite"
"Aéromite";"Mackogneur";"Aéromite"
"Arcanin";"Ectoplasma";"Arcanin"
"Tartard";"Dracolosse";"Tartard"
"Persian";"Scarabrute";"Scarabrute"
"Krabboss";"Lokhlass";"Lokhlass"
"Aquali";"Ptéra";"Aquali"
"Kangourex";"Electhor";"Kangourex"
"Dardargnan";"Tauros";"Dardargnan"
"Grodoudou";"Tartard";"Tartard"
"Arbok";"Grolem";"Arbok"
"Crustabri";"Voltali";"Crustabri"
"Mélodelfe";"Alakazam (Mâle)";"Alakazam (Mâle)"
"Tygnon";"Métamorph";"Tygnon"
"Nidoqueen";"Ptéra";"Nidoqueen"
"Nidoqueen";"Galopa";"Nidoqueen"
"Colossinge";"Grotadmorv";"Colossinge"
"Smogogo";"Staross";"Staross"
"Rafflesia (Femelle)";"Alakazam (Mâle)";"Alakazam (Mâle)"
"Léviator (Mâle)";"Voltali";"Voltali"
"Rattatac (Mâle)";"Triopikeur";"Rattatac (Mâle)"
"Arbok";"Artikodin";"Arbok"
"Rafflesia (Femelle)";"Empiflor";"Empiflor"
"Smogogo";"Métamorph";"Smogogo"
"Florizarre (Femelle)";"Akwakwak";"Florizarre (Femelle)"
"Canarticho";"Noadkoko";"Canarticho"
"Mélodelfe";"Ronflex";"Ronflex"
"Triopikeur";"Ronflex";"Ronflex"
"Krabboss";"Amonistar";"Krabboss"
"Grotadmorv";"Lokhlass";"Lokhlass"
"Grodoudou";"Crustabri";"Crustabri"
"Grodoudou";"Ptéra";"Grodoudou"
"Tortank";"Voltali";"Voltali"
"Staross";"Tauros";"Staross"
"Ectoplasma";"Electhor";"Electhor"
"Alakazam (Mâle)";"Voltali";"Voltali"
"Colossinge";"Poissoroy (Mâle)";"Poissoroy (Mâle)"
"Akwakwak";"Sulfura";"Sulfura"
"Raichu (Mâle)";"Léviator (Mâle)";"Léviator (Mâle)"
"Mélodelfe";"Lokhlass";"Lokhlass"
"Tentacruel";"Galopa";"Galopa"
"Ronflex";"Mewtwo";"Mewtwo"
"Hypnomade (Femelle)";"Krabboss";"Hypnomade (Femelle)"
"Arcanin";"Staross";"Staross"
"Krabboss";"Poissoroy (Mâle)";"Poissoroy (Mâle)"
"Crustabri";"Lippoutou";"Crustabri"
"Mélodelfe";"Léviator (Mâle)";"Léviator (Mâle)"
"Raichu (Mâle)";"Alakazam (Mâle)";"Alakazam (Mâle)"
"Persian";"Electrode";"Electrode"
"Voltali";"Ronflex";"Voltali"
"Mackogneur";"M. Mime";"Mackogneur"
"Dracaufeu";"Hypnomade (Femelle)";"Dracaufeu"
"Parasect";"Aéromite";"Aéromite"
"M. Mime";"Ronflex";"Ronflex"
"Grodoudou";"Mew";"Mew"
"Lamantine";"Krabboss";"Lamantine"
"Mackogneur";"Scarabrute";"Mackogneur"
"Aéromite";"Mewtwo";"Aéromite"
"Rapasdepic";"Tentacruel";"Rapasdepic"
"Parasect";"Lokhlass";"Lokhlass"
"Arcanin";"Grotadmorv";"Arcanin"
"Canarticho";"Métamorph";"Métamorph"
"Aquali";"Voltali";"Aquali"
"M. Mime";"Mew";"Mew"
"Colossinge";"M. Mime";"Colossinge"
"Rattatac (Mâle)";"Electhor";"Rattatac (Mâle)"
"Tentacruel";"Noadkoko";"Tentacruel"
"Tartard";"Mew";"Tartard"
"Mewtwo";"Mew";"Mewtwo"
"Nidoqueen";"Dodrio (Mâle)";"Nidoqueen"
"Kicklee";"Dracolosse";"Kicklee"
"Dardargnan";"Aéromite";"Aéromite"
"Triopikeur";"Krabboss";"Triopikeur"
"Tentacruel";"Grolem";"Grolem"
"Tortank";"Grotadmorv";"Grotadmorv"
"Sablaireau";"Aquali";"Aquali"
"Crustabri";"Aquali";"Aquali"
"Aquali";"Sulfura";"Aquali"
"Nidoking";"Feunard";"Feunard"
"Roucarnage";"Mackogneur";"Roucarnage"
"Lamantine";"Noadkoko";"Lamantine"
"Roucarnage";"Kicklee";"Roucarnage"
"Lamantine";"Smogogo";"Lamantine"
"Grodoudou";"Noadkoko";"Grodoudou"
"Métamorph";"Artikodin";"Artikodin"
"Sablaireau";"Smogogo";"Sablaireau"
"Florizarre (Femelle)";"Noadkoko";"Florizarre (Femelle)"
"Feunard";"Triopikeur";"Feunard"
"Dracaufeu";"Tartard";"Dracaufeu"
"Dodrio (Mâle)";"Smogogo";"Dodrio (Mâle)"
"Tygnon";"Pyroli";"Pyroli"
"Nidoking";"Noadkoko";"Nidoking"
"Florizarre (Femelle)";"Electrode";"Florizarre (Femelle)"
"Grodoudou";"Persian";"Persian"
"Nidoking";"Rafflesia (Femelle)";"Nidoking"
"Florizarre (Femelle)";"M. Mime";"Florizarre (Femelle)"
"Kangourex";"Mew";"Kangourex"
"Scarabrute";"Pyroli";"Pyroli"
"Poissoroy (Mâle)";"Métamorph";"Poissoroy (Mâle)"
"Dardargnan";"Raichu (Mâle)";"Dardargnan"
"Tauros";"Ronflex";"Tauros"
"Voltali";"Electhor";"Voltali"
"Parasect";"Electrode";"Electrode"
"Persian";"Voltali";"Voltali"
"Kangourex";"Ptéra";"Kangourex"
"Arbok";"Scarabrute";"Arbok"
"Galopa";"Tygnon";"Galopa"
"Raichu (Mâle)";"Grotadmorv";"Raichu (Mâle)"
"Voltali";"Artikodin";"Voltali"
"Aéromite";"Electhor";"Aéromite"
"Papilusion (Femelle)";"Colossinge";"Papilusion (Femelle)"
"Empiflor";"Electhor";"Empiflor"
"Colossinge";"Métamorph";"Métamorph"
"Grolem";"Staross";"Staross"
"Triopikeur";"Arcanin";"Arcanin"
"Akwakwak";"Scarabrute";"Akwakwak"
"Aéromite";"Alakazam (Mâle)";"Aéromite"
"Ossatueur";"Pyroli";"Pyroli"
"Mélodelfe";"Feunard";"Feunard"
"Rapasdepic";"Empiflor";"Rapasdepic"
"Feunard";"Colossinge";"Feunard"
"Arbok";"Nidoqueen";"Nidoqueen"
"Krabboss";"Mewtwo";"Mewtwo"
"Rapasdepic";"Arcanin";"Arcanin"
"Noadkoko";"Kangourex";"Kangourex"
"Tartard";"Kangourex";"Kangourex"
"Papilusion (Femelle)";"Alakazam (Mâle)";"Papilusion (Femelle)"
"Hypnomade (Femelle)";"Kabutops";"Kabutops"
"Tentacruel";"Artikodin";"Artikodin"
"Rapasdepic";"Colossinge";"Rapasdepic"
"Lamantine";"Electrode";"Lamantine"
"Canarticho";"Ronflex";"Canarticho"
"Persian";"Ectoplasma";"Ectoplasma"
"Triopikeur";"Akwakwak";"Akwakwak"
"Nidoqueen";"Scarabrute";"Nidoqueen"
"Electhor";"Dracolosse";"Electhor"
"Tartard";"Poissoroy (Mâle)";"Tartard"
"Galopa";"Kabutops";"Galopa"
"Sablaireau";"Mackogneur";"Sablaireau"
"Galopa";"Tauros";"Galopa"
"Feunard";"Grotadmorv";"Feunard"
"Sablaireau";"Léviator (Mâle)";"Sablaireau"
"Ossatueur";"Scarabrute";"Ossatueur"
"Lamantine";"Mewtwo";"Mewtwo"
"Rapasdepic";"Dracolosse";"Rapasdepic"
"Arbok";"Parasect";"Arbok"
"Ossatueur";"Dracolosse";"Dracolosse"
"Tortank";"Sablaireau";"Sablaireau"
"Papilusion (Femelle)";"Mewtwo";"Papilusion (Femelle)"
"Ectoplasma";"M. Mime";"Ectoplasma"
"Papilusion (Femelle)";"Akwakwak";"Papilusion (Femelle)"
"Nidoqueen";"Mewtwo";"Nidoqueen"
"Papilusion (Femelle)";"Artikodin";"Artikodin"
"Nidoqueen";"Grolem";"Nidoqueen"
"Dodrio (Mâle)";"Crustabri";"Crustabri"
"Artikodin";"Sulfura";"Artikodin"
"Tortank";"Galopa";"Galopa"
"Parasect";"Mewtwo";"Mewtwo"
"Nidoqueen";"Mackogneur";"Nidoqueen"
"Dardargnan";"Lippoutou";"Dardargnan"
"Tentacruel";"Canarticho";"Tentacruel"
"Crustabri";"Electrode";"Crustabri"
"Grolem";"Ptéra";"Grolem"
"Rapasdepic";"Electhor";"Rapasdepic"
"Mackogneur";"Kabutops";"Mackogneur"
"Triopikeur";"Tygnon";"Tygnon"
"Rafflesia (Femelle)";"Kicklee";"Kicklee"
"Tartard";"Kabutops";"Tartard"
"Galopa";"Voltali";"Voltali"
"Nidoqueen";"Amonistar";"Nidoqueen"
"Tartard";"Dodrio (Mâle)";"Tartard"
"Arbok";"Feunard";"Feunard"
"Grodoudou";"Alakazam (Mâle)";"Alakazam (Mâle)"
"Rafflesia (Femelle)";"Mew";"Mew"
"Triopikeur";"Ptéra";"Ptéra"
"Arbok";"Triopikeur";"Arbok"
"Colossinge";"Kangourex";"Kangourex"
"Colossinge";"Electhor";"Colossinge"
"Papilusion (Femelle)";"Feunard";"Feunard"
"Métamorph";"Mewtwo";"Mewtwo"
"Florizarre (Femelle)";"Ronflex";"Florizarre (Femelle)"
"Galopa";"Crustabri";"Crustabri"
"Arcanin";"Tygnon";"Arcanin"
"Nidoqueen";"Noadkoko";"Nidoqueen"
"Dardargnan";"Rafflesia (Femelle)";"Dardargnan"
"Mélodelfe";"Crustabri";"Crustabri"
"Arbok";"Electrode";"Arbok"
"Hypnomade (Femelle)";"Voltali";"Voltali"
"Rafflesia (Femelle)";"Voltali";"Voltali"
