"P1";"P2";"Vainqueur"
"Tritosor (Mer Orient)";"Blizzaroi (Femelle)";"Tritosor (Mer Orient)"
"Roserade (Femelle)";"Papilord";"Papilord"
"Créfollet";"Palkia";"Créfollet"
"Lucario";"Coatox (Mâle)";"Lucario"
"Drascore";"Phyllali";"Phyllali"
"Etouraptor (Mâle)";"Scorvol";"Etouraptor (Mâle)"
"Vortente";"Tarinorme";"Tarinorme"
"Spiritomb";"Luminéon (Femelle)";"Luminéon (Femelle)"
"Grodrive";"Givrali";"Givrali"
"Rhinastoc (Mâle)";"Bouldeneu (Femelle)";"Rhinastoc (Mâle)"
"Maganon";"Dialga";"Dialga"
"Etouraptor (Mâle)";"Motisma (Hélice)";"Motisma (Hélice)"
"Mélokrik (Femelle)";"Magirêve";"Magirêve"
"Tritosor (Mer Orient)";"Créfollet";"Tritosor (Mer Orient)"
"Torterra";"Darkrai";"Torterra"
"Phione";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Maganon";"Palkia";"Palkia"
"Vortente";"Dialga";"Dialga"
"Dimoret (Mâle)";"Gallame";"Dimoret (Mâle)"
"Moufflair";"Drascore";"Drascore"
"Charkos";"Porygon-Z";"Porygon-Z"
"Togekiss";"Créhelf";"Togekiss"
"Papilord";"Manaphy";"Papilord"
"Gallame";"Momartik";"Momartik"
"Charkos";"Coatox (Mâle)";"Coatox (Mâle)"
"Capidextre (Femelle)";"Giratina";"Giratina"
"Motisma (Hélice)";"Phione";"Motisma (Hélice)"
"Torterra";"Manaphy";"Torterra"
"Papilord";"Pachirisu (Mâle)";"Papilord"
"Cheniselle (Cape Sable)";"Magirêve";"Magirêve"
"Magirêve";"Manaphy";"Magirêve"
"Grodrive";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Cheniselle (Cape Sable)";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Pachirisu (Mâle)";"Carchacrok (Mâle)";"Pachirisu (Mâle)"
"Giratina";"Manaphy";"Giratina"
"Capidextre (Femelle)";"Vortente";"Vortente"
"Mélokrik (Femelle)";"Heatran";"Heatran"
"Givrali";"Heatran";"Givrali"
"Papilord";"Grodrive";"Papilord"
"Carchacrok (Mâle)";"Scorvol";"Scorvol"
"Charkos";"Gallame";"Gallame"
"Bastiodon";"Giratina";"Giratina"
"Noctunoir";"Palkia";"Noctunoir"
"Motisma (Hélice)";"Manaphy";"Motisma (Hélice)"
"Cheniselle (Cape Sable)";"Tarinorme";"Cheniselle (Cape Sable)"
"Porygon-Z";"Créhelf";"Porygon-Z"
"Papilord";"Vortente";"Papilord"
"Castorno (Femelle)";"Capidextre (Femelle)";"Capidextre (Femelle)"
"Luminéon (Femelle)";"Scorvol";"Luminéon (Femelle)"
"Bastiodon";"Chaffreux";"Chaffreux"
"Blizzaroi (Femelle)";"Dialga";"Dialga"
"Charkos";"Phione";"Phione"
"Blizzaroi (Femelle)";"Togekiss";"Blizzaroi (Femelle)"
"Mélokrik (Femelle)";"Bouldeneu (Femelle)";"Bouldeneu (Femelle)"
"Coatox (Mâle)";"Luminéon (Femelle)";"Coatox (Mâle)"
"Chaffreux";"Darkrai";"Chaffreux"
"Dimoret (Mâle)";"Bouldeneu (Femelle)";"Dimoret (Mâle)"
"Heatran";"Darkrai";"Heatran"
"Papilord";"Apireine";"Papilord"
"Corboss";"Darkrai";"Corboss"
"Luminéon (Femelle)";"Blizzaroi (Femelle)";"Luminéon (Femelle)"
"Pijako";"Shaymin (Terrestre)";"Pijako"
"Apireine";"Pachirisu (Mâle)";"Apireine"
"Corboss";"Créhelf";"Corboss"
"Coatox (Mâle)";"Yanméga";"Yanméga"
"Mustéflott (Mâle)";"Motisma (Hélice)";"Mustéflott (Mâle)"
"Simiabraz";"Lockpin";"Simiabraz"
"Lockpin";"Palkia";"Lockpin"
"Moufflair";"Lucario";"Lucario"
"Carchacrok (Mâle)";"Porygon-Z";"Porygon-Z"
"Blizzaroi (Femelle)";"Scorvol";"Scorvol"
"Mustéflott (Mâle)";"Hippodocus (Femelle)";"Mustéflott (Mâle)"
"Pingoléon";"Coudlangue";"Pingoléon"
"Tritosor (Mer Orient)";"Archéodong";"Tritosor (Mer Orient)"
"Mustéflott (Mâle)";"Vortente";"Mustéflott (Mâle)"
"Pingoléon";"Maganon";"Pingoléon"
"Tritosor (Mer Orient)";"Lucario";"Lucario"
"Drascore";"Heatran";"Drascore"
"Tritosor (Mer Orient)";"Drascore";"Tritosor (Mer Orient)"
"Charkos";"Apireine";"Apireine"
"Grodrive";"Lucario";"Lucario"
"Carchacrok (Mâle)";"Motisma (Hélice)";"Motisma (Hélice)"
"Grodrive";"Chaffreux";"Chaffreux"
"Charkos";"Scorvol";"Scorvol"
"Charkos";"Mustéflott (Mâle)";"Mustéflott (Mâle)"
"Magirêve";"Lucario";"Lucario"
"Magirêve";"Magnézone";"Magirêve"
"Pingoléon";"Grodrive";"Pingoléon"
"Chaffreux";"Maganon";"Chaffreux"
"Luminéon (Femelle)";"Regigigas";"Luminéon (Femelle)"
"Togekiss";"Momartik";"Momartik"
"Bastiodon";"Tritosor (Mer Orient)";"Tritosor (Mer Orient)"
"Corboss";"Motisma (Hélice)";"Motisma (Hélice)"
"Grodrive";"Archéodong";"Grodrive"
"Simiabraz";"Pachirisu (Mâle)";"Pachirisu (Mâle)"
"Apireine";"Corboss";"Corboss"
"Capidextre (Femelle)";"Archéodong";"Archéodong"
"Torterra";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Bouldeneu (Femelle)";"Cresselia";"Cresselia"
"Blizzaroi (Femelle)";"Yanméga";"Yanméga"
"Carchacrok (Mâle)";"Togekiss";"Togekiss"
"Grodrive";"Maganon";"Grodrive"
"Mammochon (Mâle)";"Arceus (Normal)";"Arceus (Normal)"
"Etouraptor (Mâle)";"Gallame";"Gallame"
"Lucario";"Regigigas";"Lucario"
"Vortente";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Pingoléon";"Créfollet";"Pingoléon"
"Capidextre (Femelle)";"Bouldeneu (Femelle)";"Bouldeneu (Femelle)"
"Luxray (Mâle)";"Shaymin (Terrestre)";"Luxray (Mâle)"
"Corboss";"Manaphy";"Corboss"
"Mammochon (Mâle)";"Porygon-Z";"Porygon-Z"
"Mustéflott (Mâle)";"Regigigas";"Mustéflott (Mâle)"
"Bouldeneu (Femelle)";"Momartik";"Momartik"
"Drascore";"Giratina";"Giratina"
"Torterra";"Magirêve";"Magirêve"
"Vortente";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Mustéflott (Mâle)";"Corboss";"Mustéflott (Mâle)"
"Mammochon (Mâle)";"Phione";"Phione"
"Simiabraz";"Dimoret (Mâle)";"Dimoret (Mâle)"
"Capidextre (Femelle)";"Drascore";"Drascore"
"Pachirisu (Mâle)";"Palkia";"Pachirisu (Mâle)"
"Luxray (Mâle)";"Vortente";"Luxray (Mâle)"
"Moufflair";"Créhelf";"Créhelf"
"Drascore";"Regigigas";"Regigigas"
"Givrali";"Créfadet";"Givrali"
"Hippodocus (Femelle)";"Scorvol";"Hippodocus (Femelle)"
"Etouraptor (Mâle)";"Phyllali";"Phyllali"
"Papilord";"Créhelf";"Papilord"
"Simiabraz";"Archéodong";"Simiabraz"
"Mammochon (Mâle)";"Dialga";"Dialga"
"Roserade (Femelle)";"Vortente";"Roserade (Femelle)"
"Lockpin";"Bouldeneu (Femelle)";"Lockpin"
"Mustéflott (Mâle)";"Blizzaroi (Femelle)";"Mustéflott (Mâle)"
"Pachirisu (Mâle)";"Mustéflott (Mâle)";"Mustéflott (Mâle)"
"Luminéon (Femelle)";"Magnézone";"Luminéon (Femelle)"
"Coudlangue";"Créhelf";"Créhelf"
"Créfollet";"Cresselia";"Cresselia"
"Maganon";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Simiabraz";"Pingoléon";"Simiabraz"
"Torterra";"Dialga";"Dialga"
"Roserade (Femelle)";"Créfadet";"Roserade (Femelle)"
"Chaffreux";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Togekiss";"Noctunoir";"Noctunoir"
"Coudlangue";"Palkia";"Coudlangue"
"Simiabraz";"Tarinorme";"Simiabraz"
"Rhinastoc (Mâle)";"Mammochon (Mâle)";"Rhinastoc (Mâle)"
"Luxray (Mâle)";"Rhinastoc (Mâle)";"Luxray (Mâle)"
"Grodrive";"Darkrai";"Darkrai"
"Coatox (Mâle)";"Elekable";"Coatox (Mâle)"
"Papilord";"Magirêve";"Magirêve"
"Cheniselle (Cape Sable)";"Grodrive";"Cheniselle (Cape Sable)"
"Carchacrok (Mâle)";"Cresselia";"Cresselia"
"Maganon";"Cresselia";"Cresselia"
"Bastiodon";"Scorvol";"Scorvol"
"Pingoléon";"Etouraptor (Mâle)";"Etouraptor (Mâle)"
"Coudlangue";"Dialga";"Dialga"
"Grodrive";"Yanméga";"Yanméga"
"Roserade (Femelle)";"Drascore";"Roserade (Femelle)"
"Magnézone";"Noctunoir";"Noctunoir"
"Hippodocus (Femelle)";"Dimoret (Mâle)";"Hippodocus (Femelle)"
"Lockpin";"Blizzaroi (Femelle)";"Lockpin"
"Bouldeneu (Femelle)";"Maganon";"Bouldeneu (Femelle)"
"Etouraptor (Mâle)";"Coatox (Mâle)";"Coatox (Mâle)"
"Luxray (Mâle)";"Motisma (Hélice)";"Luxray (Mâle)"
"Roserade (Femelle)";"Bouldeneu (Femelle)";"Roserade (Femelle)"
"Luxray (Mâle)";"Dialga";"Luxray (Mâle)"
"Grodrive";"Coatox (Mâle)";"Coatox (Mâle)"
"Pachirisu (Mâle)";"Darkrai";"Pachirisu (Mâle)"
"Togekiss";"Heatran";"Togekiss"
"Luxray (Mâle)";"Mustéflott (Mâle)";"Luxray (Mâle)"
"Mélokrik (Femelle)";"Cresselia";"Cresselia"
"Torterra";"Spiritomb";"Spiritomb"
"Scorvol";"Créfollet";"Scorvol"
"Tritosor (Mer Orient)";"Créfadet";"Tritosor (Mer Orient)"
"Pachirisu (Mâle)";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Roserade (Femelle)";"Pijako";"Pijako"
"Grodrive";"Porygon-Z";"Porygon-Z"
"Pachirisu (Mâle)";"Giratina";"Pachirisu (Mâle)"
"Pachirisu (Mâle)";"Bouldeneu (Femelle)";"Pachirisu (Mâle)"
"Magnézone";"Porygon-Z";"Porygon-Z"
"Cresselia";"Phione";"Cresselia"
"Gallame";"Giratina";"Giratina"
"Porygon-Z";"Momartik";"Porygon-Z"
"Phyllali";"Giratina";"Phyllali"
"Phyllali";"Phione";"Phyllali"
"Capidextre (Femelle)";"Regigigas";"Regigigas"
"Apireine";"Gallame";"Gallame"
"Mammochon (Mâle)";"Noctunoir";"Noctunoir"
"Noctunoir";"Heatran";"Noctunoir"
"Capidextre (Femelle)";"Dialga";"Dialga"
"Papilord";"Corboss";"Corboss"
"Castorno (Femelle)";"Tarinorme";"Tarinorme"
"Carchacrok (Mâle)";"Vortente";"Carchacrok (Mâle)"
"Torterra";"Porygon-Z";"Porygon-Z"
"Coudlangue";"Créfadet";"Créfadet"
"Pachirisu (Mâle)";"Regigigas";"Pachirisu (Mâle)"
"Archéodong";"Momartik";"Momartik"
"Cheniselle (Cape Sable)";"Créfadet";"Créfadet"
"Moufflair";"Giratina";"Giratina"
"Castorno (Femelle)";"Coatox (Mâle)";"Coatox (Mâle)"
"Archéodong";"Phyllali";"Phyllali"
"Luminéon (Femelle)";"Dialga";"Dialga"
"Corboss";"Arceus (Normal)";"Corboss"
"Motisma (Hélice)";"Dialga";"Dialga"
"Maganon";"Motisma (Hélice)";"Motisma (Hélice)"
"Cheniselle (Cape Sable)";"Créfollet";"Cheniselle (Cape Sable)"
"Grodrive";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Pachirisu (Mâle)";"Elekable";"Pachirisu (Mâle)"
"Luxray (Mâle)";"Cheniselle (Cape Sable)";"Luxray (Mâle)"
"Bastiodon";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Pingoléon";"Luxray (Mâle)";"Luxray (Mâle)"
"Créfollet";"Regigigas";"Regigigas"
"Luxray (Mâle)";"Palkia";"Luxray (Mâle)"
"Etouraptor (Mâle)";"Porygon-Z";"Porygon-Z"
"Simiabraz";"Grodrive";"Simiabraz"
"Pijako";"Momartik";"Pijako"
"Carchacrok (Mâle)";"Phione";"Phione"
"Mélokrik (Femelle)";"Créfollet";"Créfollet"
"Togekiss";"Motisma (Hélice)";"Motisma (Hélice)"
"Simiabraz";"Spiritomb";"Simiabraz"
"Moufflair";"Arceus (Normal)";"Arceus (Normal)"
"Moufflair";"Coatox (Mâle)";"Coatox (Mâle)"
"Roserade (Femelle)";"Chaffreux";"Roserade (Femelle)"
"Coatox (Mâle)";"Coudlangue";"Coatox (Mâle)"
"Pachirisu (Mâle)";"Capidextre (Femelle)";"Pachirisu (Mâle)"
"Givrali";"Darkrai";"Givrali"
"Grodrive";"Arceus (Normal)";"Arceus (Normal)"
"Chaffreux";"Créfollet";"Chaffreux"
"Roserade (Femelle)";"Tritosor (Mer Orient)";"Tritosor (Mer Orient)"
"Lockpin";"Drascore";"Lockpin"
"Rhinastoc (Mâle)";"Momartik";"Rhinastoc (Mâle)"
"Simiabraz";"Roserade (Femelle)";"Roserade (Femelle)"
"Roserade (Femelle)";"Scorvol";"Roserade (Femelle)"
"Tritosor (Mer Orient)";"Rhinastoc (Mâle)";"Tritosor (Mer Orient)"
"Luminéon (Femelle)";"Cresselia";"Cresselia"
"Archéodong";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Bastiodon";"Palkia";"Bastiodon"
"Roserade (Femelle)";"Noctunoir";"Roserade (Femelle)"
"Vortente";"Togekiss";"Togekiss"
"Simiabraz";"Coatox (Mâle)";"Coatox (Mâle)"
"Scorvol";"Créhelf";"Créhelf"
"Hippodocus (Femelle)";"Luminéon (Femelle)";"Hippodocus (Femelle)"
"Bastiodon";"Noctunoir";"Noctunoir"
"Magirêve";"Moufflair";"Magirêve"
"Créhelf";"Regigigas";"Créhelf"
"Blizzaroi (Femelle)";"Coudlangue";"Blizzaroi (Femelle)"
"Castorno (Femelle)";"Lockpin";"Lockpin"
"Cheniselle (Cape Sable)";"Mustéflott (Mâle)";"Mustéflott (Mâle)"
"Yanméga";"Palkia";"Yanméga"
"Charkos";"Elekable";"Elekable"
"Charkos";"Cresselia";"Cresselia"
"Magnézone";"Créfadet";"Créfadet"
"Moufflair";"Palkia";"Moufflair"
"Lockpin";"Coatox (Mâle)";"Coatox (Mâle)"
"Castorno (Femelle)";"Moufflair";"Moufflair"
"Hippodocus (Femelle)";"Coatox (Mâle)";"Hippodocus (Femelle)"
"Papilord";"Magnézone";"Papilord"
"Givrali";"Shaymin (Terrestre)";"Givrali"
"Capidextre (Femelle)";"Magirêve";"Magirêve"
"Castorno (Femelle)";"Luxray (Mâle)";"Luxray (Mâle)"
"Luminéon (Femelle)";"Gallame";"Gallame"
"Créhelf";"Manaphy";"Créhelf"
"Spiritomb";"Motisma (Hélice)";"Motisma (Hélice)"
"Chaffreux";"Dialga";"Dialga"
"Spiritomb";"Dialga";"Dialga"
"Simiabraz";"Créfadet";"Créfadet"
"Yanméga";"Arceus (Normal)";"Yanméga"
"Mustéflott (Mâle)";"Phione";"Mustéflott (Mâle)"
"Simiabraz";"Créfollet";"Simiabraz"
"Castorno (Femelle)";"Yanméga";"Yanméga"
"Charkos";"Grodrive";"Grodrive"
"Pingoléon";"Lucario";"Lucario"
"Papilord";"Gallame";"Gallame"
"Roserade (Femelle)";"Archéodong";"Roserade (Femelle)"
"Drascore";"Bouldeneu (Femelle)";"Drascore"
"Bastiodon";"Magnézone";"Magnézone"
"Mustéflott (Mâle)";"Givrali";"Givrali"
"Chaffreux";"Coatox (Mâle)";"Coatox (Mâle)"
"Elekable";"Momartik";"Momartik"
"Givrali";"Motisma (Hélice)";"Givrali"
"Mélokrik (Femelle)";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Mélokrik (Femelle)";"Elekable";"Elekable"
"Lockpin";"Phyllali";"Phyllali"
"Givrali";"Porygon-Z";"Givrali"
"Etouraptor (Mâle)";"Cheniselle (Cape Sable)";"Etouraptor (Mâle)"
"Phyllali";"Motisma (Hélice)";"Phyllali"
"Torterra";"Togekiss";"Torterra"
"Manaphy";"Darkrai";"Darkrai"
"Papilord";"Scorvol";"Papilord"
"Coudlangue";"Phione";"Coudlangue"
"Lockpin";"Spiritomb";"Lockpin"
"Simiabraz";"Tritosor (Mer Orient)";"Tritosor (Mer Orient)"
"Dimoret (Mâle)";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Regigigas";"Shaymin (Terrestre)";"Regigigas"
"Momartik";"Palkia";"Momartik"
"Mustéflott (Mâle)";"Pijako";"Mustéflott (Mâle)"
"Charkos";"Drascore";"Drascore"
"Simiabraz";"Magnézone";"Simiabraz"
"Lockpin";"Créfadet";"Lockpin"
"Roserade (Femelle)";"Gallame";"Gallame"
"Coudlangue";"Elekable";"Elekable"
"Simiabraz";"Moufflair";"Simiabraz"
"Magirêve";"Phyllali";"Phyllali"
"Luxray (Mâle)";"Hippodocus (Femelle)";"Luxray (Mâle)"
"Mustéflott (Mâle)";"Mammochon (Mâle)";"Mustéflott (Mâle)"
"Bastiodon";"Luminéon (Femelle)";"Luminéon (Femelle)"
"Bastiodon";"Mammochon (Mâle)";"Mammochon (Mâle)"
"Drascore";"Darkrai";"Drascore"
"Pingoléon";"Roserade (Femelle)";"Pingoléon"
"Bouldeneu (Femelle)";"Manaphy";"Manaphy"
"Luminéon (Femelle)";"Noctunoir";"Luminéon (Femelle)"
"Magirêve";"Shaymin (Terrestre)";"Magirêve"
"Luxray (Mâle)";"Coudlangue";"Luxray (Mâle)"
"Pijako";"Elekable";"Pijako"
"Cheniselle (Cape Sable)";"Lockpin";"Lockpin"
"Moufflair";"Manaphy";"Manaphy"
"Hippodocus (Femelle)";"Shaymin (Terrestre)";"Hippodocus (Femelle)"
"Mammochon (Mâle)";"Tarinorme";"Tarinorme"
"Castorno (Femelle)";"Roserade (Femelle)";"Roserade (Femelle)"
"Heatran";"Arceus (Normal)";"Arceus (Normal)"
"Magnézone";"Palkia";"Magnézone"
"Gallame";"Créfadet";"Gallame"
"Cheniselle (Cape Sable)";"Bouldeneu (Femelle)";"Cheniselle (Cape Sable)"
"Torterra";"Archéodong";"Torterra"
"Charkos";"Blizzaroi (Femelle)";"Blizzaroi (Femelle)"
"Corboss";"Yanméga";"Yanméga"
"Grodrive";"Cresselia";"Cresselia"
"Togekiss";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Rhinastoc (Mâle)";"Heatran";"Rhinastoc (Mâle)"
"Carchacrok (Mâle)";"Créfadet";"Créfadet"
"Cresselia";"Arceus (Normal)";"Arceus (Normal)"
"Scorvol";"Regigigas";"Regigigas"
"Roserade (Femelle)";"Bastiodon";"Roserade (Femelle)"
"Blizzaroi (Femelle)";"Elekable";"Elekable"
"Vortente";"Luminéon (Femelle)";"Luminéon (Femelle)"
"Momartik";"Dialga";"Dialga"
"Bastiodon";"Créhelf";"Créhelf"
"Apireine";"Giratina";"Giratina"
"Motisma (Hélice)";"Darkrai";"Motisma (Hélice)"
"Moufflair";"Blizzaroi (Femelle)";"Blizzaroi (Femelle)"
"Simiabraz";"Arceus (Normal)";"Arceus (Normal)"
"Dimoret (Mâle)";"Magnézone";"Dimoret (Mâle)"
"Giratina";"Phione";"Giratina"
"Spiritomb";"Regigigas";"Regigigas"
"Moufflair";"Créfollet";"Moufflair"
"Roserade (Femelle)";"Spiritomb";"Roserade (Femelle)"
"Roserade (Femelle)";"Palkia";"Roserade (Femelle)"
"Blizzaroi (Femelle)";"Darkrai";"Blizzaroi (Femelle)"
"Cheniselle (Cape Sable)";"Carchacrok (Mâle)";"Cheniselle (Cape Sable)"
"Cheniselle (Cape Sable)";"Dialga";"Dialga"
"Drascore";"Phione";"Phione"
"Charkos";"Pijako";"Pijako"
"Pachirisu (Mâle)";"Porygon-Z";"Pachirisu (Mâle)"
"Bastiodon";"Apireine";"Apireine"
"Bouldeneu (Femelle)";"Yanméga";"Yanméga"
"Luxray (Mâle)";"Regigigas";"Luxray (Mâle)"
"Tritosor (Mer Orient)";"Pijako";"Tritosor (Mer Orient)"
"Pingoléon";"Togekiss";"Togekiss"
"Dimoret (Mâle)";"Palkia";"Dimoret (Mâle)"
"Luxray (Mâle)";"Drascore";"Luxray (Mâle)"
"Drascore";"Luminéon (Femelle)";"Luminéon (Femelle)"
"Etouraptor (Mâle)";"Manaphy";"Etouraptor (Mâle)"
"Coatox (Mâle)";"Givrali";"Givrali"
"Mustéflott (Mâle)";"Elekable";"Mustéflott (Mâle)"
"Pijako";"Darkrai";"Pijako"
"Carchacrok (Mâle)";"Créhelf";"Créhelf"
"Magnézone";"Phyllali";"Phyllali"
"Noctunoir";"Manaphy";"Manaphy"
"Vortente";"Créfadet";"Créfadet"
"Castorno (Femelle)";"Blizzaroi (Femelle)";"Blizzaroi (Femelle)"
"Luminéon (Femelle)";"Motisma (Hélice)";"Luminéon (Femelle)"
"Bastiodon";"Hippodocus (Femelle)";"Hippodocus (Femelle)"
"Magirêve";"Arceus (Normal)";"Arceus (Normal)"
"Magnézone";"Scorvol";"Scorvol"
"Luminéon (Femelle)";"Porygon-Z";"Luminéon (Femelle)"
"Castorno (Femelle)";"Bouldeneu (Femelle)";"Bouldeneu (Femelle)"
"Phyllali";"Shaymin (Terrestre)";"Phyllali"
"Simiabraz";"Créhelf";"Simiabraz"
"Dialga";"Cresselia";"Dialga"
"Togekiss";"Phyllali";"Phyllali"
"Roserade (Femelle)";"Togekiss";"Roserade (Femelle)"
"Luxray (Mâle)";"Créfadet";"Luxray (Mâle)"
"Moufflair";"Maganon";"Moufflair"
"Givrali";"Créfollet";"Givrali"
"Archéodong";"Cresselia";"Cresselia"
"Castorno (Femelle)";"Tritosor (Mer Orient)";"Tritosor (Mer Orient)"
"Mustéflott (Mâle)";"Créfadet";"Mustéflott (Mâle)"
"Magirêve";"Gallame";"Magirêve"
"Bouldeneu (Femelle)";"Créhelf";"Créhelf"
"Regigigas";"Manaphy";"Regigigas"
"Archéodong";"Manaphy";"Manaphy"
"Maganon";"Darkrai";"Darkrai"
"Torterra";"Coatox (Mâle)";"Coatox (Mâle)"
"Lockpin";"Rhinastoc (Mâle)";"Lockpin"
"Coudlangue";"Mammochon (Mâle)";"Coudlangue"
"Dimoret (Mâle)";"Créfollet";"Dimoret (Mâle)"
"Mustéflott (Mâle)";"Carchacrok (Mâle)";"Mustéflott (Mâle)"
"Maganon";"Mammochon (Mâle)";"Mammochon (Mâle)"
"Carchacrok (Mâle)";"Palkia";"Carchacrok (Mâle)"
"Luxray (Mâle)";"Heatran";"Luxray (Mâle)"
"Magirêve";"Spiritomb";"Magirêve"
"Yanméga";"Heatran";"Yanméga"
"Simiabraz";"Phyllali";"Phyllali"
"Moufflair";"Shaymin (Terrestre)";"Shaymin (Terrestre)"
"Dimoret (Mâle)";"Givrali";"Givrali"
"Palkia";"Regigigas";"Regigigas"
"Scorvol";"Porygon-Z";"Porygon-Z"
"Pijako";"Giratina";"Giratina"
"Bouldeneu (Femelle)";"Phione";"Phione"
"Etouraptor (Mâle)";"Grodrive";"Etouraptor (Mâle)"
"Charkos";"Corboss";"Corboss"
"Charkos";"Magnézone";"Magnézone"
"Blizzaroi (Femelle)";"Palkia";"Blizzaroi (Femelle)"
"Charkos";"Mammochon (Mâle)";"Charkos"
"Luxray (Mâle)";"Cresselia";"Luxray (Mâle)"
"Papilord";"Lockpin";"Lockpin"
"Lucario";"Vortente";"Lucario"
"Apireine";"Manaphy";"Manaphy"
"Cheniselle (Cape Sable)";"Heatran";"Heatran"
"Momartik";"Créfollet";"Momartik"
"Luminéon (Femelle)";"Darkrai";"Luminéon (Femelle)"
"Pingoléon";"Lockpin";"Lockpin"
"Mélokrik (Femelle)";"Giratina";"Giratina"
"Lockpin";"Elekable";"Lockpin"
"Castorno (Femelle)";"Apireine";"Apireine"
"Hippodocus (Femelle)";"Palkia";"Hippodocus (Femelle)"
"Simiabraz";"Luxray (Mâle)";"Luxray (Mâle)"
"Etouraptor (Mâle)";"Carchacrok (Mâle)";"Etouraptor (Mâle)"
"Apireine";"Blizzaroi (Femelle)";"Blizzaroi (Femelle)"
"Maganon";"Yanméga";"Yanméga"
"Porygon-Z";"Créfollet";"Porygon-Z"
"Pachirisu (Mâle)";"Moufflair";"Pachirisu (Mâle)"
"Papilord";"Carchacrok (Mâle)";"Papilord"
"Pachirisu (Mâle)";"Grodrive";"Pachirisu (Mâle)"
"Coudlangue";"Yanméga";"Yanméga"
"Phyllali";"Momartik";"Phyllali"
"Chaffreux";"Giratina";"Giratina"
"Pingoléon";"Palkia";"Pingoléon"
"Elekable";"Créhelf";"Elekable"
"Maganon";"Manaphy";"Manaphy"
"Pingoléon";"Magirêve";"Magirêve"
"Mammochon (Mâle)";"Créfadet";"Créfadet"
"Coudlangue";"Togekiss";"Togekiss"
"Motisma (Hélice)";"Créfadet";"Motisma (Hélice)"
"Charkos";"Luminéon (Femelle)";"Luminéon (Femelle)"
"Blizzaroi (Femelle)";"Créhelf";"Créhelf"
"Blizzaroi (Femelle)";"Momartik";"Momartik"
"Papilord";"Moufflair";"Papilord"
"Capidextre (Femelle)";"Lucario";"Lucario"
"Etouraptor (Mâle)";"Magnézone";"Etouraptor (Mâle)"
"Hippodocus (Femelle)";"Motisma (Hélice)";"Motisma (Hélice)"
"Charkos";"Regigigas";"Regigigas"
"Dimoret (Mâle)";"Giratina";"Dimoret (Mâle)"
"Lockpin";"Momartik";"Lockpin"
"Capidextre (Femelle)";"Créfollet";"Créfollet"
"Bouldeneu (Femelle)";"Dialga";"Dialga"
"Gallame";"Palkia";"Gallame"
"Maganon";"Phione";"Phione"
"Etouraptor (Mâle)";"Momartik";"Momartik"
"Lockpin";"Moufflair";"Lockpin"
"Torterra";"Etouraptor (Mâle)";"Torterra"
"Rhinastoc (Mâle)";"Motisma (Hélice)";"Motisma (Hélice)"
"Chaffreux";"Palkia";"Chaffreux"
"Magirêve";"Bouldeneu (Femelle)";"Magirêve"
"Chaffreux";"Regigigas";"Regigigas"
"Papilord";"Regigigas";"Papilord"
"Noctunoir";"Créhelf";"Noctunoir"
"Luxray (Mâle)";"Tritosor (Mer Orient)";"Luxray (Mâle)"
"Mélokrik (Femelle)";"Manaphy";"Manaphy"
"Coudlangue";"Regigigas";"Regigigas"
"Tritosor (Mer Orient)";"Carchacrok (Mâle)";"Tritosor (Mer Orient)"
"Archéodong";"Tarinorme";"Tarinorme"
"Moufflair";"Magnézone";"Magnézone"
"Palkia";"Phione";"Phione"
"Corboss";"Heatran";"Corboss"
"Tritosor (Mer Orient)";"Manaphy";"Tritosor (Mer Orient)"
"Spiritomb";"Manaphy";"Manaphy"
"Mélokrik (Femelle)";"Rhinastoc (Mâle)";"Rhinastoc (Mâle)"
"Bastiodon";"Spiritomb";"Spiritomb"
"Dimoret (Mâle)";"Momartik";"Momartik"
"Torterra";"Tritosor (Mer Orient)";"Tritosor (Mer Orient)"
"Hippodocus (Femelle)";"Elekable";"Hippodocus (Femelle)"
"Etouraptor (Mâle)";"Mustéflott (Mâle)";"Mustéflott (Mâle)"
"Corboss";"Tarinorme";"Corboss"
"Roserade (Femelle)";"Lucario";"Lucario"
"Roserade (Femelle)";"Manaphy";"Roserade (Femelle)"
"Corboss";"Bouldeneu (Femelle)";"Corboss"
"Cheniselle (Cape Sable)";"Motisma (Hélice)";"Motisma (Hélice)"
"Tarinorme";"Cresselia";"Cresselia"
"Charkos";"Moufflair";"Charkos"
"Hippodocus (Femelle)";"Darkrai";"Hippodocus (Femelle)"
