"P1";"P2";"Vainqueur"
"Dratatin";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Berserkatt";"Shifours (Mille Poings)";"Berserkatt"
"Zamazenta (Héros Aguerri)";"Spectreval";"Zamazenta (Héros Aguerri)"
"Séracrawl (Hisui)";"Krakos";"Séracrawl (Hisui)"
"Ixon";"Wimessir (Mâle)";"Ixon"
"Hexadron";"Ursaking";"Ursaking"
"Fulgudog";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Corvaillus";"Farfurex";"Corvaillus"
"Sorcilence";"Shifours (Mille Poings)";"Sorcilence"
"Galvagon";"Regieleki";"Regieleki"
"Angoliath";"Spectreval";"Spectreval"
"Corayôme";"Zacian (Héros Aguerri)";"Corayôme"
"Salarsen (Grave)";"Palarticho";"Palarticho"
"Gorythmic";"Duralugon";"Gorythmic"
"Gorythmic";"Salarsen (Grave)";"Gorythmic"
"Pyrobut";"Duralugon";"Pyrobut"
"Gueriaigle (Hisui)";"Muplodocus (Hisui)";"Gueriaigle (Hisui)"
"Wimessir (Mâle)";"Morpeko";"Morpeko"
"Krakos";"Regidrago";"Regidrago"
"Sylveroy";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Hydragla";"Spectreval";"Spectreval"
"Artikodin (Galar)";"Palarticho";"Palarticho"
"Darumacho (Galar)";"Dunaconda";"Dunaconda"
"Séracrawl (Hisui)";"Zarude";"Séracrawl (Hisui)"
"Gueriaigle (Hisui)";"Beldeneige";"Gueriaigle (Hisui)"
"Rongrigou";"Krakos";"Krakos"
"Clamiral (Hisui)";"Zamazenta (Héros Aguerri)";"Clamiral (Hisui)"
"Nigosier";"Pachyradjah";"Nigosier"
"Galopa (Galar)";"Spectreval";"Spectreval"
"Sulfura (Galar)";"Ursaking";"Sulfura (Galar)"
"Galvagla";"Sylveroy";"Galvagla"
"Sulfura (Galar)";"Rongrigou";"Sulfura (Galar)"
"Torgamord";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Angoliath";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Galopa (Galar)";"Tutétékri";"Galopa (Galar)"
"Limonde (Galar)";"Qwilpik";"Qwilpik"
"Muplodocus (Hisui)";"Qwilpik";"Muplodocus (Hisui)"
"Galopa (Galar)";"Hydragla";"Galopa (Galar)"
"Ixon";"Amovénus (Totémique)";"Ixon"
"Dolman";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Sorcilence";"Tutétékri";"Tutétékri"
"Pyrobut";"Scolocendre";"Scolocendre"
"Blancoton";"Blizzeval";"Blizzeval"
"Gueriaigle (Hisui)";"Wimessir (Mâle)";"Gueriaigle (Hisui)"
"Roigada (Galar)";"Séracrawl (Hisui)";"Séracrawl (Hisui)"
"Galopa (Galar)";"Pomdrapi";"Pomdrapi"
"Smogogo (Galar)";"Dratatin";"Smogogo (Galar)"
"Torgamord";"Galvagla";"Galvagla"
"Gorythmic";"Lanssorien";"Gorythmic"
"Clamiral (Hisui)";"Pomdrapi";"Clamiral (Hisui)"
"Hastacuda";"Paragruel (Femelle)";"Hastacuda"
"Limonde (Galar)";"Nigosier";"Nigosier"
"Berserkatt";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Monthracite";"Cerbyllin";"Monthracite"
"Roublenard";"Salarsen (Grave)";"Roublenard"
"Fragilady (Hisui)";"Nigosier";"Nigosier"
"Torgamord";"Cerbyllin";"Torgamord"
"Archéduc (Hisui)";"Krakos";"Archéduc (Hisui)"
"Zamazenta (Héros Aguerri)";"Qwilpik";"Zamazenta (Héros Aguerri)"
"Limonde (Galar)";"Séracrawl (Hisui)";"Séracrawl (Hisui)"
"Gueriaigle (Hisui)";"Morpeko";"Gueriaigle (Hisui)"
"Nigosier";"Regieleki";"Nigosier"
"Lézargus";"Moumouflon";"Moumouflon"
"Sulfura (Galar)";"Galvagon";"Sulfura (Galar)"
"Sulfura (Galar)";"Gorythmic";"Sulfura (Galar)"
"Electhor (Galar)";"Pomdrapi";"Pomdrapi"
"Sorcilence";"Wattapik";"Sorcilence"
"Galopa (Galar)";"Archéduc (Hisui)";"Archéduc (Hisui)"
"Corvaillus";"Polthégeist";"Corvaillus"
"Pachyradjah";"Duralugon";"Pachyradjah"
"Archéduc (Hisui)";"Spectreval";"Spectreval"
"Astronelle";"Wattapik";"Astronelle"
"Arcanin (Hisui)";"Morpeko";"Arcanin (Hisui)"
"Séracrawl (Hisui)";"Sylveroy";"Séracrawl (Hisui)"
"Pyrobut";"Morpeko";"Pyrobut"
"Galopa (Galar)";"Angoliath";"Galopa (Galar)"
"Dratatin";"Qwilpik";"Qwilpik"
"Gueriaigle (Hisui)";"Pomdrapi";"Gueriaigle (Hisui)"
"Spectreval";"Qwilpik";"Spectreval"
"Dratatin";"Tutétékri";"Tutétékri"
"Roublenard";"Bekaglaçon (Tête de Gel)";"Roublenard"
"Flagadoss (Galar)";"Galvagon";"Flagadoss (Galar)"
"Archéduc (Hisui)";"Wimessir (Mâle)";"Archéduc (Hisui)"
"Berserkatt";"Farfurex";"Berserkatt"
"Scolocendre";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Clamiral (Hisui)";"Scolocendre";"Clamiral (Hisui)"
"Pyrobut";"Ursaking";"Pyrobut"
"Gueriaigle (Hisui)";"Ixon";"Gueriaigle (Hisui)"
"Gorythmic";"Blizzeval";"Blizzeval"
"Muplodocus (Hisui)";"Rongrigou";"Muplodocus (Hisui)"
"Sulfura (Galar)";"Typhlosion (Hisui)";"Sulfura (Galar)"
"Scolocendre";"Ursaking";"Scolocendre"
"Regidrago";"Spectreval";"Spectreval"
"Morpeko";"Regieleki";"Regieleki"
"Berserkatt";"Hydragla";"Berserkatt"
"Fragilady (Hisui)";"Lézargus";"Lézargus"
"Muplodocus (Hisui)";"Pomdrapi";"Muplodocus (Hisui)"
"Blancoton";"Moumouflon";"Moumouflon"
"Clamiral (Hisui)";"Krakos";"Clamiral (Hisui)"
"Smogogo (Galar)";"Galvagla";"Galvagla"
"Torgamord";"Galvagon";"Galvagon"
"Electhor (Galar)";"Rongrigou";"Electhor (Galar)"
"Typhlosion (Hisui)";"Roublenard";"Roublenard"
"Fragilady (Hisui)";"Sylveroy";"Sylveroy"
"Scolocendre";"Galvagon";"Scolocendre"
"Arcanin (Hisui)";"Bekaglaçon (Tête de Gel)";"Arcanin (Hisui)"
"Pyrobut";"Farfurex";"Farfurex"
"Artikodin (Galar)";"Monthracite";"Monthracite"
"Arcanin (Hisui)";"Electhor (Galar)";"Arcanin (Hisui)"
"Dratatin";"Wattapik";"Wattapik"
"Limonde (Galar)";"Blancoton";"Blancoton"
"Shifours (Mille Poings)";"Spectreval";"Spectreval"
"Hexadron";"Galvagon";"Hexadron"
"Lanssorien";"Farfurex";"Farfurex"
"Berserkatt";"Hachécateur";"Hachécateur"
"Nigosier";"Corayôme";"Nigosier"
"Angoliath";"Pachyradjah";"Pachyradjah"
"Morpeko";"Ethernatos";"Ethernatos"
"Clamiral (Hisui)";"Hastacuda";"Clamiral (Hisui)"
"Tutétékri";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Roublenard";"Moumouflon";"Moumouflon"
"Zoroark (Hisui)";"Tutétékri";"Zoroark (Hisui)"
"Charmilly (Lait Salé Baie en Sucre)";"Spectreval";"Charmilly (Lait Salé Baie en Sucre)"
"Gueriaigle (Hisui)";"Gorythmic";"Gueriaigle (Hisui)"
"Roigada (Galar)";"Wimessir (Mâle)";"Roigada (Galar)"
"Blancoton";"M. Glaquette";"Blancoton"
"Limonde (Galar)";"Fulgudog";"Fulgudog"
"Flagadoss (Galar)";"Roigada (Galar)";"Flagadoss (Galar)"
"Hexadron";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Séracrawl (Hisui)";"Rongrigou";"Séracrawl (Hisui)"
"Pachyradjah";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Pomdrapi";"Galvagon";"Pomdrapi"
"Pomdrapi";"Regieleki";"Pomdrapi"
"Galopa (Galar)";"Gueriaigle (Hisui)";"Gueriaigle (Hisui)"
"Typhlosion (Hisui)";"Hydragon";"Typhlosion (Hisui)"
"Charmilly (Lait Salé Baie en Sucre)";"Dolman";"Charmilly (Lait Salé Baie en Sucre)"
"Muplodocus (Hisui)";"Wimessir (Mâle)";"Muplodocus (Hisui)"
"Archéduc (Hisui)";"Pachyradjah";"Archéduc (Hisui)"
"Archéduc (Hisui)";"Lanssorien";"Archéduc (Hisui)"
"Artikodin (Galar)";"Wimessir (Mâle)";"Artikodin (Galar)"
"Dratatin";"Corayôme";"Corayôme"
"Dunaconda";"M. Glaquette";"Dunaconda"
"Archéduc (Hisui)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Flagadoss (Galar)";"Fulgudog";"Fulgudog"
"Pyrobut";"Hachécateur";"Hachécateur"
"Roublenard";"Morpeko";"Roublenard"
"Flagadoss (Galar)";"Gorythmic";"Flagadoss (Galar)"
"Electrode (Hisui)";"Blancoton";"Electrode (Hisui)"
"Galvagla";"Blizzeval";"Galvagla"
"Electhor (Galar)";"Gueriaigle (Hisui)";"Gueriaigle (Hisui)"
"Dolman";"Cerbyllin";"Dolman"
"Muplodocus (Hisui)";"Angoliath";"Muplodocus (Hisui)"
"Torgamord";"Nigosier";"Nigosier"
"Sylveroy";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Hastacuda";"Berserkatt";"Hastacuda"
"Ethernatos";"Regieleki";"Ethernatos"
"Smogogo (Galar)";"Spectreval";"Spectreval"
"Limonde (Galar)";"Lanssorien";"Lanssorien"
"Typhlosion (Hisui)";"Shifours (Mille Poings)";"Typhlosion (Hisui)"
"Duralugon";"Hachécateur";"Hachécateur"
"Krakos";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Angoliath";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Palarticho";"Lanssorien";"Palarticho"
"Smogogo (Galar)";"Sulfura (Galar)";"Sulfura (Galar)"
"Beldeneige";"Regidrago";"Beldeneige"
"Zoroark (Hisui)";"Berserkatt";"Zoroark (Hisui)"
"Hydragla";"Blizzeval";"Blizzeval"
"Flagadoss (Galar)";"Electhor (Galar)";"Flagadoss (Galar)"
"Lézargus";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Hexadron";"Duralugon";"Hexadron"
"Electhor (Galar)";"Galvagla";"Galvagla"
"Gorythmic";"Shifours (Mille Poings)";"Gorythmic"
"Smogogo (Galar)";"Polthégeist";"Polthégeist"
"Muplodocus (Hisui)";"Regidrago";"Regidrago"
"Salarsen (Grave)";"Regidrago";"Regidrago"
"Muplodocus (Hisui)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Beldeneige";"Sylveroy";"Beldeneige"
"Typhlosion (Hisui)";"Blancoton";"Blancoton"
"Monthracite";"Morpeko";"Monthracite"
"Arcanin (Hisui)";"Berserkatt";"Arcanin (Hisui)"
"Krakos";"Ethernatos";"Ethernatos"
"Zoroark (Hisui)";"Hastacuda";"Zoroark (Hisui)"
"Zarude";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Galvagon";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Ixon";"Qwilpik";"Ixon"
"Salarsen (Grave)";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Muplodocus (Hisui)";"Ixon";"Muplodocus (Hisui)"
"Blizzeval";"Sylveroy";"Blizzeval"
"Archéduc (Hisui)";"Hydragon";"Archéduc (Hisui)"
"Berserkatt";"Wattapik";"Berserkatt"
"Polthégeist";"Dolman";"Polthégeist"
"Gueriaigle (Hisui)";"Spectreval";"Spectreval"
"Dratatin";"Sylveroy";"Sylveroy"
"Gueriaigle (Hisui)";"Shifours (Mille Poings)";"Gueriaigle (Hisui)"
"Fragilady (Hisui)";"Corayôme";"Corayôme"
"Gueriaigle (Hisui)";"Cerbyllin";"Gueriaigle (Hisui)"
"Charmilly (Lait Salé Baie en Sucre)";"Lanssorien";"Charmilly (Lait Salé Baie en Sucre)"
"Muplodocus (Hisui)";"Fulgudog";"Muplodocus (Hisui)"
"Galvagon";"Cerbyllin";"Galvagon"
"Pachyradjah";"Sylveroy";"Sylveroy"
"Electrode (Hisui)";"Hexadron";"Hexadron"
"Lézargus";"Hydragla";"Lézargus"
"Muplodocus (Hisui)";"Spectreval";"Spectreval"
"Clamiral (Hisui)";"Morpeko";"Clamiral (Hisui)"
"Lézargus";"Torgamord";"Lézargus"
"Roublenard";"Spectreval";"Spectreval"
"Dratatin";"Berserkatt";"Berserkatt"
"Hydragla";"Farfurex";"Farfurex"
"Electrode (Hisui)";"Wattapik";"Electrode (Hisui)"
"Electhor (Galar)";"Sorcilence";"Electhor (Galar)"
"Torgamord";"Dolman";"Torgamord"
"Wimessir (Mâle)";"Galvagla";"Galvagla"
"Smogogo (Galar)";"Zarude";"Zarude"
"Fragilady (Hisui)";"Scolocendre";"Scolocendre"
"Gueriaigle (Hisui)";"Monthracite";"Gueriaigle (Hisui)"
"Clamiral (Hisui)";"Corayôme";"Clamiral (Hisui)"
"Gueriaigle (Hisui)";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Limonde (Galar)";"Dunaconda";"Dunaconda"
"Muplodocus (Hisui)";"Astronelle";"Muplodocus (Hisui)"
"Blancoton";"Regidrago";"Regidrago"
"Arcanin (Hisui)";"Lézargus";"Arcanin (Hisui)"
"Electhor (Galar)";"Darumacho (Galar)";"Electhor (Galar)"
"Scolocendre";"Shifours (Mille Poings)";"Scolocendre"
"Darumacho (Galar)";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Blancoton";"Ethernatos";"Ethernatos"
"Blizzeval";"Ursaking";"Blizzeval"
"Electrode (Hisui)";"Hachécateur";"Hachécateur"
"Monthracite";"Palarticho";"Monthracite"
"Sulfura (Galar)";"Lézargus";"Sulfura (Galar)"
"Sorcilence";"Farfurex";"Farfurex"
"Fragilady (Hisui)";"Krakos";"Krakos"
"Gueriaigle (Hisui)";"Blancoton";"Gueriaigle (Hisui)"
"Flagadoss (Galar)";"Palarticho";"Flagadoss (Galar)"
"Beldeneige";"Qwilpik";"Beldeneige"
"Fragilady (Hisui)";"Torgamord";"Torgamord"
"Blancoton";"Ixon";"Ixon"
"Artikodin (Galar)";"Blizzeval";"Blizzeval"
"Corayôme";"Wimessir (Mâle)";"Corayôme"
"Pyrobut";"Blizzeval";"Blizzeval"
"Corayôme";"Hexadron";"Corayôme"
"Wimessir (Mâle)";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Tutétékri";"Spectreval";"Spectreval"
"Gorythmic";"Dunaconda";"Dunaconda"
"Palarticho";"Qwilpik";"Qwilpik"
"Rongrigou";"Cerbyllin";"Cerbyllin"
"Typhlosion (Hisui)";"Cerbyllin";"Typhlosion (Hisui)"
"Gorythmic";"Cerbyllin";"Gorythmic"
"Polthégeist";"Beldeneige";"Beldeneige"
"Pyrobut";"Nigosier";"Nigosier"
"Galopa (Galar)";"Galvagla";"Galvagla"
"Artikodin (Galar)";"Typhlosion (Hisui)";"Typhlosion (Hisui)"
"Dolman";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Monthracite";"Pomdrapi";"Monthracite"
"Angoliath";"Blizzeval";"Blizzeval"
"Roigada (Galar)";"Fulgudog";"Fulgudog"
"Smogogo (Galar)";"Fragilady (Hisui)";"Fragilady (Hisui)"
"Corayôme";"Dolman";"Corayôme"
"Pyrobut";"Bekaglaçon (Tête de Gel)";"Pyrobut"
"Pyrobut";"Krakos";"Pyrobut"
"Smogogo (Galar)";"Blancoton";"Blancoton"
"Muplodocus (Hisui)";"Hachécateur";"Muplodocus (Hisui)"
"Ursaking";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Electrode (Hisui)";"Dratatin";"Electrode (Hisui)"
"M. Glaquette";"Duralugon";"Duralugon"
"Scolocendre";"Ixon";"Scolocendre"
"Krakos";"Spectreval";"Spectreval"
"Charmilly (Lait Salé Baie en Sucre)";"Wimessir (Mâle)";"Charmilly (Lait Salé Baie en Sucre)"
"Gueriaigle (Hisui)";"Astronelle";"Gueriaigle (Hisui)"
"Roigada (Galar)";"Blizzeval";"Blizzeval"
"Berserkatt";"Regieleki";"Regieleki"
"Roigada (Galar)";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Gorythmic";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Regieleki";"Ursaking";"Regieleki"
"Pomdrapi";"Spectreval";"Spectreval"
"Ethernatos";"Qwilpik";"Ethernatos"
"Hydragla";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Sulfura (Galar)";"Hachécateur";"Sulfura (Galar)"
"Berserkatt";"M. Glaquette";"Berserkatt"
"M. Glaquette";"Shifours (Mille Poings)";"M. Glaquette"
"Angoliath";"Zarude";"Zarude"
"Muplodocus (Hisui)";"Duralugon";"Muplodocus (Hisui)"
"Moumouflon";"Dratatin";"Moumouflon"
"Palarticho";"Cerbyllin";"Palarticho"
"Darumacho (Galar)";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Krakos";"Berserkatt";"Berserkatt"
"Clamiral (Hisui)";"Duralugon";"Clamiral (Hisui)"
"Roigada (Galar)";"Rongrigou";"Roigada (Galar)"
"Typhlosion (Hisui)";"Sorcilence";"Typhlosion (Hisui)"
"Muplodocus (Hisui)";"Dratatin";"Muplodocus (Hisui)"
"Ixon";"Hydragon";"Ixon"
"Krakos";"Zarude";"Zarude"
"Zoroark (Hisui)";"Wattapik";"Zoroark (Hisui)"
"Electrode (Hisui)";"Electhor (Galar)";"Electrode (Hisui)"
"Typhlosion (Hisui)";"Polthégeist";"Typhlosion (Hisui)"
"Zoroark (Hisui)";"Corvaillus";"Corvaillus"
"Galvagon";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Charmilly (Lait Salé Baie en Sucre)";"Hexadron";"Charmilly (Lait Salé Baie en Sucre)"
"Arcanin (Hisui)";"Beldeneige";"Beldeneige"
"Astronelle";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Tutétékri";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Hastacuda";"Morpeko";"Hastacuda"
"Archéduc (Hisui)";"Regidrago";"Regidrago"
"Corayôme";"Charmilly (Lait Salé Baie en Sucre)";"Corayôme"
"Typhlosion (Hisui)";"Nigosier";"Nigosier"
"Pyrobut";"Blancoton";"Blancoton"
"Fulgudog";"Wattapik";"Fulgudog"
"Torgamord";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Typhlosion (Hisui)";"Limonde (Galar)";"Typhlosion (Hisui)"
"Fulgudog";"Zarude";"Zarude"
"Galopa (Galar)";"Zoroark (Hisui)";"Zoroark (Hisui)"
"Charmilly (Lait Salé Baie en Sucre)";"Zarude";"Zarude"
"M. Glaquette";"Tutétékri";"Tutétékri"
"Hexadron";"Cerbyllin";"Hexadron"
"Dunaconda";"Polthégeist";"Dunaconda"
"Pomdrapi";"Cerbyllin";"Pomdrapi"
"Zoroark (Hisui)";"Zarude";"Zoroark (Hisui)"
"Dratatin";"Hydragla";"Hydragla"
"Electrode (Hisui)";"Lézargus";"Lézargus"
"Bekaglaçon (Tête de Gel)";"Hydragla";"Bekaglaçon (Tête de Gel)"
"Sorcilence";"Blizzeval";"Blizzeval"
"Clamiral (Hisui)";"Regieleki";"Clamiral (Hisui)"
"Artikodin (Galar)";"Ixon";"Ixon"
"Muplodocus (Hisui)";"Palarticho";"Muplodocus (Hisui)"
"Artikodin (Galar)";"Zoroark (Hisui)";"Zoroark (Hisui)"
"Fulgudog";"Sylveroy";"Sylveroy"
"Electrode (Hisui)";"Sorcilence";"Electrode (Hisui)"
"Typhlosion (Hisui)";"Angoliath";"Typhlosion (Hisui)"
"Typhlosion (Hisui)";"Pyrobut";"Typhlosion (Hisui)"
"Archéduc (Hisui)";"Beldeneige";"Beldeneige"
"Electhor (Galar)";"Nigosier";"Nigosier"
"Gorythmic";"Krakos";"Gorythmic"
"Zoroark (Hisui)";"Galvagon";"Zoroark (Hisui)"
"Blancoton";"Dratatin";"Blancoton"
"Flagadoss (Galar)";"Séracrawl (Hisui)";"Séracrawl (Hisui)"
"Fragilady (Hisui)";"Corvaillus";"Corvaillus"
"Gorythmic";"Monthracite";"Monthracite"
"Archéduc (Hisui)";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Gorythmic";"Morpeko";"Gorythmic"
"Fragilady (Hisui)";"Muplodocus (Hisui)";"Muplodocus (Hisui)"
"Dolman";"Qwilpik";"Qwilpik"
"Blancoton";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Séracrawl (Hisui)";"Charmilly (Lait Salé Baie en Sucre)";"Séracrawl (Hisui)"
"Galopa (Galar)";"Electrode (Hisui)";"Electrode (Hisui)"
"Fragilady (Hisui)";"Wimessir (Mâle)";"Wimessir (Mâle)"
"Gueriaigle (Hisui)";"Krakos";"Gueriaigle (Hisui)"
"Artikodin (Galar)";"Limonde (Galar)";"Artikodin (Galar)"
"Gorythmic";"Galvagla";"Galvagla"
"Pomdrapi";"Shifours (Mille Poings)";"Pomdrapi"
"Sulfura (Galar)";"Zarude";"Sulfura (Galar)"
"Flagadoss (Galar)";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Electhor (Galar)";"Roigada (Galar)";"Roigada (Galar)"
"Roublenard";"Zarude";"Zarude"
"Spectreval";"Sylveroy";"Spectreval"
"Muplodocus (Hisui)";"Ursaking";"Muplodocus (Hisui)"
"Blancoton";"Corayôme";"Corayôme"
"Darumacho (Galar)";"Duralugon";"Duralugon"
"Flagadoss (Galar)";"Ursaking";"Ursaking"
"Shifours (Mille Poings)";"Ursaking";"Ursaking"
"Limonde (Galar)";"Galvagla";"Galvagla"
"Angoliath";"Corayôme";"Corayôme"
"M. Glaquette";"Regidrago";"Regidrago"
"Hastacuda";"Blizzeval";"Blizzeval"
"Limonde (Galar)";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Galopa (Galar)";"Hexadron";"Galopa (Galar)"
"Moumouflon";"Tutétékri";"Moumouflon"
"Darumacho (Galar)";"Rongrigou";"Darumacho (Galar)"
"Lanssorien";"Spectreval";"Spectreval"
"Torgamord";"Morpeko";"Morpeko"
"Palarticho";"Regieleki";"Regieleki"
"Clamiral (Hisui)";"Hachécateur";"Clamiral (Hisui)"
"Roigada (Galar)";"Roublenard";"Roigada (Galar)"
"Polthégeist";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Smogogo (Galar)";"M. Glaquette";"Smogogo (Galar)"
"Smogogo (Galar)";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Gueriaigle (Hisui)";"Dolman";"Gueriaigle (Hisui)"
"Scolocendre";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Darumacho (Galar)";"Hydragon";"Darumacho (Galar)"
"Gueriaigle (Hisui)";"Ursaking";"Gueriaigle (Hisui)"
"Hexadron";"Galvagla";"Galvagla"
"Wimessir (Mâle)";"Zarude";"Zarude"
"Dratatin";"Hexadron";"Hexadron"
"Arcanin (Hisui)";"Amovénus (Totémique)";"Arcanin (Hisui)"
"Archéduc (Hisui)";"Galvagla";"Galvagla"
"Salarsen (Grave)";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Limonde (Galar)";"Angoliath";"Limonde (Galar)"
"Sorcilence";"Zarude";"Zarude"
"Roigada (Galar)";"Morpeko";"Roigada (Galar)"
"Gueriaigle (Hisui)";"Zacian (Héros Aguerri)";"Gueriaigle (Hisui)"
"Galopa (Galar)";"Nigosier";"Nigosier"
"Galopa (Galar)";"Polthégeist";"Polthégeist"
"Séracrawl (Hisui)";"Hydragon";"Séracrawl (Hisui)"
"Rongrigou";"Nigosier";"Nigosier"
"Blancoton";"Zarude";"Blancoton"
"Spectreval";"Hachécateur";"Spectreval"
"Charmilly (Lait Salé Baie en Sucre)";"Galvagon";"Charmilly (Lait Salé Baie en Sucre)"
"Gorythmic";"Fulgudog";"Fulgudog"
"Electrode (Hisui)";"Dolman";"Electrode (Hisui)"
"Muplodocus (Hisui)";"Sorcilence";"Muplodocus (Hisui)"
"Hastacuda";"Wimessir (Mâle)";"Hastacuda"
"Galopa (Galar)";"Smogogo (Galar)";"Galopa (Galar)"
"Clamiral (Hisui)";"M. Glaquette";"Clamiral (Hisui)"
"Morpeko";"Zarude";"Zarude"
"Galopa (Galar)";"Krakos";"Galopa (Galar)"
"Dratatin";"Nigosier";"Nigosier"
"Lézargus";"Hexadron";"Lézargus"
"Beldeneige";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Berserkatt";"Galvagla";"Galvagla"
"Flagadoss (Galar)";"Regieleki";"Flagadoss (Galar)"
"Darumacho (Galar)";"Sorcilence";"Sorcilence"
"Salarsen (Grave)";"Amovénus (Totémique)";"Amovénus (Totémique)"
"Sorcilence";"Charmilly (Lait Salé Baie en Sucre)";"Charmilly (Lait Salé Baie en Sucre)"
"Muplodocus (Hisui)";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Rongrigou";"Regieleki";"Regieleki"
"Salarsen (Grave)";"Bekaglaçon (Tête de Gel)";"Bekaglaçon (Tête de Gel)"
"Hexadron";"Spectreval";"Spectreval"
"Zarude";"Regidrago";"Regidrago"
"Fulgudog";"Beldeneige";"Beldeneige"
"Dolman";"Zamazenta (Héros Aguerri)";"Zamazenta (Héros Aguerri)"
"Tutétékri";"Dolman";"Tutétékri"
"Fragilady (Hisui)";"Sorcilence";"Sorcilence"
"Arcanin (Hisui)";"Dunaconda";"Dunaconda"
"Galopa (Galar)";"Ursaking";"Ursaking"
"Galopa (Galar)";"Zacian (Héros Aguerri)";"Zacian (Héros Aguerri)"
"Typhlosion (Hisui)";"Duralugon";"Typhlosion (Hisui)"
"Corvaillus";"Regieleki";"Corvaillus"
"Moumouflon";"Scolocendre";"Scolocendre"
"Sulfura (Galar)";"Beldeneige";"Sulfura (Galar)"
"Angoliath";"Hydragla";"Hydragla"
"Torgamord";"Scolocendre";"Scolocendre"
"Sorcilence";"Hydragon";"Sorcilence"
"Roublenard";"Corayôme";"Corayôme"
"Sulfura (Galar)";"Angoliath";"Sulfura (Galar)"
"Clamiral (Hisui)";"Gorythmic";"Clamiral (Hisui)"
"Gorythmic";"Ixon";"Ixon"
"Arcanin (Hisui)";"Flagadoss (Galar)";"Arcanin (Hisui)"
"Galopa (Galar)";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Monthracite";"Scolocendre";"Scolocendre"
"Nigosier";"Wattapik";"Nigosier"
"Moumouflon";"Beldeneige";"Beldeneige"
"M. Glaquette";"Ursaking";"Ursaking"
"Darumacho (Galar)";"Hexadron";"Hexadron"
"Rongrigou";"Farfurex";"Farfurex"
"Séracrawl (Hisui)";"Beldeneige";"Séracrawl (Hisui)"
"Clamiral (Hisui)";"Spectreval";"Clamiral (Hisui)"
"Dunaconda";"Cerbyllin";"Dunaconda"
"Electhor (Galar)";"Gorythmic";"Gorythmic"
"Corvaillus";"Torgamord";"Corvaillus"
"Angoliath";"Hydragon";"Angoliath"
"Nigosier";"Spectreval";"Spectreval"
"Flagadoss (Galar)";"Hexadron";"Flagadoss (Galar)"
"Fragilady (Hisui)";"Beldeneige";"Beldeneige"
"Blancoton";"Paragruel (Femelle)";"Paragruel (Femelle)"
"Zoroark (Hisui)";"Zamazenta (Héros Aguerri)";"Zoroark (Hisui)"
