Numéro;Nom;Forme;Principale;Génération;Evolue;Sprite;Type.1;Type.2;PV;ATT;DEF;SATT;SDEF;VIT;Talent.1;Talent.2;Talent.3;Talent.caché;Talent.caché.2;Name;Poids;Taille;Taux.de.capture;Reproduction.1;Reproduction.2;Eclosion;Taux.mâles;Gain.exp;Espèce;EV;Sous.évolution;Violet;Team;Interdit;Pokemon
848;Toxizap;;1;8;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/848.png;Electrik;Poison;40;38;35;54;35;40;Phobique;Statik;;Maladresse;;Toxel;11;0.4;75;Inconnu;;25;50;Moyennement lent;Poupon;SATT +1;;TRUE;FALSE;NA;Toxizap
849;Salarsen;Aigue;0;8;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/849.png;Electrik;Poison;75;98;70;114;70;75;Plus;Punk Rock;;Technicien;;Toxtricity;40;1.6;45;Humanoïde;;25;50;Moyennement lent;Punk;SATT +2;Toxizap (bizarre / brave / docile / foufou / hardi / jovial / lâche / malin / malpoli / mauvais / naïf / pressé / rigide et Niveau 30);TRUE;FALSE;NA;Salarsen (Aigue)
849;Salarsen;Grave;1;8;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/849-l.png;Electrik;Poison;75;98;70;114;70;75;Punk Rock;Moins;;Technicien;;Toxtricity;40;1.6;45;Humanoïde;;25;50;Moyennement lent;Punk;SATT +2;Toxizap (assuré / calme / discret / doux / gentil / modeste / prudent / pudique / relax / sérieux / solo / timide et Niveau 30);TRUE;FALSE;NA;Salarsen (Grave)
849;Salarsen;Gigamax;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/toxtricity-gigantamax.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Salarsen (Gigamax)
850;Grillepattes;;1;8;TRUE;https://img.pokemondb.net/sprites/home/normal/sizzlipede.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Grillepattes
851;Scolocendre;;1;8;FALSE;https://img.pokemondb.net/sprites/home/normal/centiskorch.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Scolocendre
851;Scolocendre;Gigamax;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/centiskorch-gigantamax.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Scolocendre (Gigamax)
852;Poulpaf;;1;8;TRUE;https://img.pokemondb.net/sprites/home/normal/clobbopus.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Poulpaf
853;Krakos;;1;8;FALSE;https://img.pokemondb.net/sprites/home/normal/grapploct.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Krakos
854;Théffroi;;1;8;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/854.png;Spectre;;40;45;45;74;54;50;Armurouillée;;;Corps Maudit;;Siistea;0.2;0.1;120;Minéral;Amorphe;20;NA;Moyennement rapide;Thé Noir;SATT +1;;TRUE;FALSE;NA;Théffroi
855;Polthégeist;;1;8;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/855.png;Spectre;;60;65;65;134;114;70;Armurouillée;;;Corps Maudit;;Polteageist;0.4;0.2;60;Minéral;Amorphe;20;NA;Moyennement rapide;Thé Noir;SATT +2;Théffroi (Théière Fêlée);TRUE;FALSE;NA;Polthégeist
856;Bibichut;;1;8;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/856.png;Psy;;42;30;45;56;53;39;Anticipation;Coeur Soin;;Miroir Magik;;Hatenna;3.4;0.4;235;Féerique;;20;0;Lent;Calme;SATT +1;;TRUE;FALSE;NA;Bibichut
857;Chapotus;;1;8;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/857.png;Psy;;57;40;65;86;73;49;Anticipation;Coeur Soin;;Miroir Magik;;Hattrem;4.8;0.6;120;Féerique;;20;0;Lent;Serein;SATT +2;Bibichut (Niveau 32);TRUE;FALSE;NA;Chapotus
858;Sorcilence;;1;8;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/858.png;Psy;Fée;57;90;95;136;103;29;Anticipation;Coeur Soin;;Miroir Magik;;Hatterene;5.1;2.1;45;Féerique;;20;0;Lent;Silencieux;SATT +3;Chapotus (Niveau 42);TRUE;FALSE;NA;Sorcilence
858;Sorcilence;Gigamax;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/hatterene-gigantamax.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Sorcilence (Gigamax)
859;Grimalin;;1;8;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/859.png;Ténèbres;Fée;45;45;30;55;40;50;Farceur;Fouille;;Pickpocket;;Impidimp;5.5;0.4;255;Féerique;Humanoïde;20;100;Moyennement rapide;Malin;SATT +1;;TRUE;FALSE;NA;Grimalin
860;Fourbelin;;1;8;TRUE;https://www.serebii.net/scarletviolet/pokemon/new/860.png;Ténèbres;Fée;65;60;45;75;55;70;Farceur;Fouille;;Pickpocket;;Morgrem;12.5;0.8;120;Féerique;Humanoïde;20;100;Moyennement rapide;Scélérat;SATT +2;Grimalin (Niveau 32);TRUE;FALSE;NA;Fourbelin
861;Angoliath;;1;8;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/861.png;Ténèbres;Fée;95;120;65;95;75;60;Farceur;Fouille;;Pickpocket;;Grimmsnarl;61.9;1.5;45;Féerique;Humanoïde;20;100;Moyennement rapide;Gonflette;ATT +3;Fourbelin (Niveau 42);TRUE;FALSE;NA;Angoliath
861;Angoliath;Gigamax;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/grimmsnarl-gigantamax.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Angoliath (Gigamax)
862;Ixon;;1;8;FALSE;https://img.pokemondb.net/sprites/home/normal/obstagoon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Ixon
863;Berserkatt;;1;8;FALSE;https://www.serebii.net/scarletviolet/pokemon/new/863.png;Acier;;70;110;100;50;60;50;Armurbaston;Griffe Dure;;Boost Acier;;Perrserker;28;0.8;90;Terrestre;;20;50;Moyennement rapide;Viking;ATT +2;Miaouss Galar (Niveau 28);TRUE;FALSE;NA;Berserkatt
864;Corayôme;;1;8;FALSE;https://img.pokemondb.net/sprites/home/normal/cursola.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Corayôme
865;Palarticho;;1;8;FALSE;https://img.pokemondb.net/sprites/home/normal/sirfetchd.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Palarticho
866;M. Glaquette;;1;8;FALSE;https://img.pokemondb.net/sprites/home/normal/mr-rime.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;M. Glaquette
867;Tutétékri;;1;8;FALSE;https://img.pokemondb.net/sprites/home/normal/runerigus.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Tutétékri
868;Crèmy;;1;8;TRUE;https://img.pokemondb.net/sprites/home/normal/milcery.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Crèmy
869;Charmilly;Lait Citron Baie en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-lemon-cream-berry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Citron Baie en Sucre)
869;Charmilly;Lait Citron Coeur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-lemon-cream-love.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Citron Coeur en Sucre)
869;Charmilly;Lait Citron Etoile en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-lemon-cream-star.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Citron Etoile en Sucre)
869;Charmilly;Lait Citron Fleur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-lemon-cream-flower.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Citron Fleur en Sucre)
869;Charmilly;Lait Citron Fraise en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-lemon-cream-strawberry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Citron Fraise en Sucre)
869;Charmilly;Lait Citron Ruban en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-lemon-cream-ribbon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Citron Ruban en Sucre)
869;Charmilly;Lait Citron Trèfle en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-lemon-cream-clover.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Citron Trèfle en Sucre)
869;Charmilly;Lait Matcha Baie en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-matcha-cream-berry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Matcha Baie en Sucre)
869;Charmilly;Lait Matcha Coeur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-matcha-cream-love.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Matcha Coeur en Sucre)
869;Charmilly;Lait Matcha Etoile en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-matcha-cream-star.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Matcha Etoile en Sucre)
869;Charmilly;Lait Matcha Fleur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-matcha-cream-flower.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Matcha Fleur en Sucre)
869;Charmilly;Lait Matcha Fraise en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-matcha-cream-strawberry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Matcha Fraise en Sucre)
869;Charmilly;Lait Matcha Ruban en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-matcha-cream-ribbon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Matcha Ruban en Sucre)
869;Charmilly;Lait Matcha Trèfle en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-matcha-cream-clover.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Matcha Trèfle en Sucre)
869;Charmilly;Lait Menthe Baie en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-mint-cream-berry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Menthe Baie en Sucre)
869;Charmilly;Lait Menthe Coeur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-mint-cream-love.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Menthe Coeur en Sucre)
869;Charmilly;Lait Menthe Etoile en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-mint-cream-star.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Menthe Etoile en Sucre)
869;Charmilly;Lait Menthe Fleur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-mint-cream-flower.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Menthe Fleur en Sucre)
869;Charmilly;Lait Menthe Fraise en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-mint-cream-strawberry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Menthe Fraise en Sucre)
869;Charmilly;Lait Menthe Ruban en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-mint-cream-ribbon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Menthe Ruban en Sucre)
869;Charmilly;Lait Menthe Trèfle en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-mint-cream-clover.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Menthe Trèfle en Sucre)
869;Charmilly;Lait Ruby Baie en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-cream-berry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Ruby Baie en Sucre)
869;Charmilly;Lait Ruby Coeur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-cream-love.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Ruby Coeur en Sucre)
869;Charmilly;Lait Ruby Etoile en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-cream-star.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Ruby Etoile en Sucre)
869;Charmilly;Lait Ruby Fleur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-cream-flower.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Ruby Fleur en Sucre)
869;Charmilly;Lait Ruby Fraise en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-cream-strawberry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Ruby Fraise en Sucre)
869;Charmilly;Lait Ruby Ruban en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-cream-ribbon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Ruby Ruban en Sucre)
869;Charmilly;Lait Ruby Trèfle en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-cream-clover.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Ruby Trèfle en Sucre)
869;Charmilly;Lait Salé Baie en Sucre;1;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-salted-cream-berry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Salé Baie en Sucre)
869;Charmilly;Lait Salé Coeur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-salted-cream-love.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Salé Coeur en Sucre)
869;Charmilly;Lait Salé Etoile en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-salted-cream-star.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Salé Etoile en Sucre)
869;Charmilly;Lait Salé Fleur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-salted-cream-flower.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Salé Fleur en Sucre)
869;Charmilly;Lait Salé Fraise en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-salted-cream-strawberry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Salé Fraise en Sucre)
869;Charmilly;Lait Salé Ruban en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-salted-cream-ribbon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Salé Ruban en Sucre)
869;Charmilly;Lait Salé Trèfle en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-salted-cream-clover.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Salé Trèfle en Sucre)
869;Charmilly;Lait Vanille Baie en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-vanilla-cream-berry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Vanille Baie en Sucre)
869;Charmilly;Lait Vanille Coeur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-vanilla-cream-love.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Vanille Coeur en Sucre)
869;Charmilly;Lait Vanille Etoile en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-vanilla-cream-star.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Vanille Etoile en Sucre)
869;Charmilly;Lait Vanille Fleur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-vanilla-cream-flower.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Vanille Fleur en Sucre)
869;Charmilly;Lait Vanille Fraise en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-vanilla-cream-strawberry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Vanille Fraise en Sucre)
869;Charmilly;Lait Vanille Ruban en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-vanilla-cream-ribbon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Vanille Ruban en Sucre)
869;Charmilly;Lait Vanille Trèfle en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-vanilla-cream-clover.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Lait Vanille Trèfle en Sucre)
869;Charmilly;Mélange Caramel Baie en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-caramel-swirl-berry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Caramel Baie en Sucre)
869;Charmilly;Mélange Caramel Coeur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-caramel-swirl-love.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Caramel Coeur en Sucre)
869;Charmilly;Mélange Caramel Etoile en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-caramel-swirl-star.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Caramel Etoile en Sucre)
869;Charmilly;Mélange Caramel Fleur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-caramel-swirl-flower.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Caramel Fleur en Sucre)
869;Charmilly;Mélange Caramel Fraise en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-caramel-swirl-strawberry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Caramel Fraise en Sucre)
869;Charmilly;Mélange Caramel Ruban en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-caramel-swirl-ribbon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Caramel Ruban en Sucre)
869;Charmilly;Mélange Caramel Trèfle en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-caramel-swirl-clover.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Caramel Trèfle en Sucre)
869;Charmilly;Mélange Ruby Baie en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-swirl-berry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Ruby Baie en Sucre)
869;Charmilly;Mélange Ruby Coeur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-swirl-love.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Ruby Coeur en Sucre)
869;Charmilly;Mélange Ruby Etoile en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-swirl-star.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Ruby Etoile en Sucre)
869;Charmilly;Mélange Ruby Fleur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-swirl-flower.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Ruby Fleur en Sucre)
869;Charmilly;Mélange Ruby Fraise en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-swirl-strawberry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Ruby Fraise en Sucre)
869;Charmilly;Mélange Ruby Ruban en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-swirl-ribbon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Ruby Ruban en Sucre)
869;Charmilly;Mélange Ruby Trèfle en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-ruby-swirl-clover.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Ruby Trèfle en Sucre)
869;Charmilly;Mélange Tricolore Baie en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-rainbow-swirl-berry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Tricolore Baie en Sucre)
869;Charmilly;Mélange Tricolore Coeur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-rainbow-swirl-love.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Tricolore Coeur en Sucre)
869;Charmilly;Mélange Tricolore Etoile en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-rainbow-swirl-star.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Tricolore Etoile en Sucre)
869;Charmilly;Mélange Tricolore Fleur en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-rainbow-swirl-flower.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Tricolore Fleur en Sucre)
869;Charmilly;Mélange Tricolore Fraise en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-rainbow-swirl-strawberry.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Tricolore Fraise en Sucre)
869;Charmilly;Mélange Tricolore Ruban en Sucre;0;8;FALSE;https://img.pokemondb.net/sprites/home/normal/alcremie-rainbow-swirl-ribbon.png;;;NA;NA;NA;NA;NA;NA;;;;;;;NA;NA;NA;;;NA;NA;NA;;NA;;FALSE;FALSE;NA;Charmilly (Mélange Tricolore Ruban en Sucre)
